t_us,seq,ax,ay,az,gx,gy,gz,valid,t_imu,t_serial,missed
13931641,722,0.3188,0.6171,0.5923,-51.9409,-18.5547,-50.8423,1,10655,897,1143
13943206,723,0.4902,0.7430,0.6874,-20.7520,-5.7373,0.9155,1,10659,848,1144
13954819,724,0.4094,0.7756,0.8093,-21.2402,-8.0566,33.9355,1,10712,875,1145
13966392,725,0.2338,0.9812,0.9305,-40.6494,-9.3994,37.9028,1,10691,854,1147
13977978,726,0.0891,0.7589,0.2795,-29.3579,-29.1748,21.2402,1,10613,945,1148
13989686,727,0.1907,0.5398,0.1147,26.7944,-55.1147,6.8970,1,10717,964,1149
14001266,728,0.2001,0.6066,0.2443,95.3369,-56.7627,-0.1221,1,10674,848,1151
14012833,729,0.1805,0.6613,0.5867,186.1572,-35.8887,5.3101,1,10631,908,1152
14024450,730,0.1353,0.5953,0.8995,170.4101,-31.6162,9.8267,1,10674,916,1153
14036073,731,0.1122,0.5386,1.0698,125.6103,-34.3018,8.4839,1,10647,949,1155
14047697,732,0.1664,0.6294,0.9579,81.4819,-38.2080,7.0190,1,10667,930,1156
14059244,733,0.1478,0.6378,0.8190,56.7017,-37.4756,10.0708,1,10618,901,1157
14070823,734,0.1146,0.5951,0.7151,51.5747,-32.4097,13.9160,1,10653,898,1159
14082380,735,0.0869,0.5632,0.6842,69.7632,-24.9634,12.8174,1,10649,851,1160
14094019,736,0.0543,0.5850,0.7178,82.6416,-26.6113,7.6294,1,10705,906,1161
14105618,737,0.0444,0.6166,0.7588,97.2290,-29.4189,0.1831,1,10661,911,1163
14117210,738,0.0348,0.5220,0.9108,107.1167,-27.1606,-5.0659,1,10673,893,1164
14128767,739,-0.0027,0.4562,1.0142,99.4873,-17.2729,-8.5449,1,10659,840,1165
14140308,740,0.0234,0.4603,0.9999,72.1436,-6.1646,-15.6250,1,10602,911,1167
14151927,741,0.1019,0.5016,0.8992,30.0903,-7.4463,-27.3437,1,10662,929,1168
14163471,742,0.1410,0.5083,0.8535,28.6255,-10.0098,-22.1558,1,10629,887,1169
14174969,743,0.1157,0.4882,0.8972,24.8413,-7.8735,-17.0288,1,10593,876,1170
14186588,744,0.0774,0.4941,0.9634,12.6343,-2.9297,-16.6626,1,10671,893,1172
14198206,745,0.0760,0.5270,0.9303,-3.1128,2.8687,-19.5312,1,10651,922,1173
14209837,746,0.0745,0.5449,0.8862,-15.0146,7.2021,-24.1699,1,10659,945,1174
14221370,747,0.0806,0.5402,0.8630,-27.5879,11.8408,-32.8369,1,10627,878,1176
14233024,748,0.1069,0.5238,0.8660,-35.0952,13.3667,-32.7759,1,10700,927,1177
14244639,749,0.1460,0.5076,0.8768,-42.2974,12.8784,-28.8086,1,10633,955,1178
14256210,750,0.1323,0.5732,0.9277,-48.5229,12.5122,-23.7427,1,10634,910,1180
14267799,751,0.0995,0.6119,0.9585,-60.1807,16.8457,-21.8506,1,10612,949,1181
14279409,752,0.0824,0.6320,0.9446,-80.7495,25.7568,-24.9023,1,10658,923,1182
14291007,753,0.1132,0.6298,0.8911,-121.0937,38.1470,-36.9873,1,10638,933,1184
14302631,754,0.2633,0.5863,0.7529,-120.2393,34.4238,-33.1421,1,10662,935,1185
14314248,755,0.4377,0.5587,0.5653,-88.2568,18.6157,-18.4326,1,10635,954,1186
14325820,756,0.1589,0.6682,0.7148,-46.6919,4.2725,-2.4414,1,10636,907,1188
14337403,757,0.1128,0.6305,0.8458,-30.4565,5.6763,2.9297,1,10616,922,1189
14348968,758,0.1711,0.6033,0.8221,-41.8701,17.3950,-1.7700,1,10607,930,1190
14360563,759,0.2047,0.6172,0.7418,-45.5322,26.5503,-13.3057,1,10671,896,1192
14372237,760,0.2062,0.6497,0.7168,-39.6118,31.6162,-16.9067,1,10707,939,1193
14383772,761,0.1968,0.6941,0.7391,-47.4853,43.6401,-21.4844,1,10630,877,1194
14395415,762,0.2404,0.7494,0.8016,-62.5000,55.9692,-25.6348,1,10677,910,1196
14406986,763,0.2834,0.7415,0.8239,-79.6509,64.0869,-25.9399,1,10624,918,1197
14418599,764,0.3280,0.7496,0.8235,-86.9751,61.5234,-21.9727,1,10642,899,1198
14430247,765,0.3773,0.7904,0.7991,-57.0679,44.9219,-21.1182,1,10654,965,1200
14441849,766,0.4011,0.8530,0.7665,-12.9395,20.5078,-16.4795,1,10639,935,1201
14453434,767,0.3936,0.9005,0.7330,26.3672,-4.0283,-4.6997,1,10631,926,1202
14465020,768,0.3160,0.8600,0.6980,46.0205,-22.4609,12.9395,1,10626,905,1203
14476601,769,0.2666,0.8154,0.6722,48.8281,-33.9355,29.4800,1,10637,917,1205
14488242,770,0.2428,0.7775,0.6571,55.7251,-43.8232,40.7715,1,10627,968,1206
14499868,771,0.2271,0.7522,0.6630,57.9224,-40.8325,40.5273,1,10636,963,1207
14511474,772,0.2288,0.7256,0.6691,63.3545,-36.8652,41.2598,1,10641,937,1209
14523059,773,0.2428,0.6808,0.6750,72.4487,-34.4238,44.7998,1,10630,927,1210
14534642,774,0.2072,0.5916,0.6895,77.2705,-32.3486,48.6450,1,10626,901,1211
14546256,775,0.1864,0.5709,0.6995,73.9136,-28.5034,48.0347,1,10633,935,1213
14557835,776,0.1832,0.5795,0.6929,64.8193,-14.0991,35.5835,1,10649,902,1214
14569421,777,0.1833,0.5922,0.6903,67.6880,-8.2397,32.1045,1,10650,909,1215
14581019,778,0.1779,0.5967,0.7010,66.0400,-3.4790,31.7383,1,10670,881,1217
14592563,779,0.1716,0.5873,0.6978,62.1948,-1.0986,30.8228,1,10627,889,1218
14604191,780,0.1584,0.5242,0.7242,62.1948,-1.6479,26.4893,1,10681,919,1219
14615864,781,0.1659,0.5392,0.7660,60.7910,-1.8311,20.5688,1,10692,953,1221
14627453,782,0.1721,0.6248,0.7568,56.5796,1.7700,22.8882,1,10648,914,1222
14639026,783,0.1786,0.6930,0.7166,67.5049,6.9580,34.4238,1,10642,902,1223
14650635,784,0.1786,0.6930,0.7166,67.5049,6.9580,34.4238,0,10704,878,1225
14655225,785,0.1569,0.5677,0.7092,82.3975,13.1836,45.8984,1,2213,905,1225
14666801,786,0.1292,0.4827,0.7174,94.6045,19.3481,50.2930,1,10635,912,1226
14678379,787,0.1119,0.4235,0.7368,101.1963,35.3394,36.8652,1,10641,910,1227
14690029,788,0.1023,0.3887,0.7633,98.0835,43.9453,26.5503,1,10643,933,1228
14701573,789,0.0695,0.3695,0.7593,86.9141,57.6172,16.3574,1,10630,885,1230
14713230,790,0.0293,0.4044,0.6411,70.7397,80.0171,5.3101,1,10700,929,1231
14724772,791,0.0796,0.4720,0.6791,60.9741,104.7363,-3.6621,1,10609,878,1232
14736381,792,0.1576,0.5089,0.7839,59.6924,123.5962,-5.3101,1,10630,950,1234
14748004,793,0.2291,0.4950,0.8695,51.8799,132.8125,13.5498,1,10644,933,1235
14759632,794,0.2584,0.4630,0.9001,51.4526,124.3896,22.7661,1,10657,942,1236
14771230,795,0.2610,0.4155,0.8766,62.7441,111.8164,23.8647,1,10622,903,1238
14782801,796,0.1956,0.3088,0.8079,81.2378,98.3276,17.5171,1,10627,916,1239
14794359,797,0.1649,0.2593,0.8009,91.6138,87.4023,6.8970,1,10622,908,1240
14805981,798,0.1707,0.2550,0.8038,61.9507,83.8623,-18.2495,1,10628,920,1242
14817603,799,0.2061,0.3042,0.8253,43.0298,86.3037,-27.1606,1,10638,909,1243
14829163,800,0.2590,0.3650,0.8534,31.7383,86.2427,-28.6865,1,10630,902,1244
14840727,801,0.3114,0.3901,0.8749,25.5127,83.1909,-22.1558,1,10616,921,1246
14852347,802,0.3325,0.2980,0.8749,21.0571,77.7588,-12.5122,1,10656,936,1247
14863924,803,0.3031,0.2567,0.8311,15.6860,70.0684,-7.7515,1,10633,916,1248
14875519,804,0.2839,0.2485,0.7853,16.4185,53.1616,-24.4141,1,10629,939,1250
14887118,805,0.3013,0.2504,0.7816,24.5361,50.4150,-36.6211,1,10657,915,1251
14898712,806,0.3473,0.2501,0.8062,27.2217,52.0019,-44.1284,1,10640,925,1252
14910346,807,0.3903,0.2489,0.8330,21.7285,53.7109,-46.8140,1,10645,943,1254
14921938,808,0.4172,0.2927,0.8442,8.9722,52.4292,-46.3867,1,10626,911,1255
14933543,809,0.4270,0.3214,0.8209,-4.6997,48.2788,-44.1894,1,10625,936,1256
14945141,810,0.4482,0.3333,0.7924,-14.1602,39.4287,-42.9077,1,10642,928,1257
14956757,811,0.4651,0.3112,0.7634,-9.5215,37.1094,-46.2036,1,10628,913,1259
14968320,812,0.4696,0.2699,0.7561,-7.9956,37.1094,-51.5747,1,10626,910,1260
14979888,813,0.4827,0.2535,0.7788,-14.9536,38.8794,-56.7017,1,10610,930,1261
14991530,814,0.5455,0.2695,0.8069,-25.6958,40.7104,-59.5703,1,10650,963,1263
15003121,815,0.5912,0.2637,0.8064,-29.8462,41.3818,-60.6079,1,10628,937,1264
15014691,816,0.6288,0.2457,0.8057,-4.8218,36.4990,-62.3779,1,10636,907,1265
15026286,817,0.6340,0.2418,0.8118,5.9204,33.7524,-62.8052,1,10641,926,1267
15037871,818,0.6271,0.2656,0.8326,13.0005,33.3862,-63.7207,1,10652,888,1268
15049451,819,0.6417,0.2664,0.8701,16.2354,35.7666,-63.4766,1,10642,910,1269
15061081,820,0.6859,0.1581,0.9124,9.1553,39.9170,-58.3496,1,10647,956,1271
15072649,821,0.6898,0.1711,0.9188,-3.4790,43.8843,-49.9878,1,10643,896,1272
15084282,822,0.6724,0.2372,0.9125,-1.8921,43.5791,-38.6353,1,10651,955,1273
15095837,823,0.6290,0.2715,0.9010,16.9678,35.8887,-35.8276,1,10640,889,1275
15107457,824,0.6290,0.2715,0.9010,16.9678,35.8887,-35.8276,0,10674,890,1276
15110592,825,0.6290,0.2715,0.9010,28.0762,26.6724,-32.1045,0,2218,889,1276
15118022,826,0.5616,0.1499,0.8806,23.9258,20.1416,-29.3579,1,6453,951,1276
15129661,827,0.6174,0.1464,0.8730,13.2446,17.2729,-29.9683,1,10670,940,1277
15141296,828,0.6438,0.1920,0.8811,5.6152,16.9067,-31.8603,1,10643,947,1279
15152896,829,0.6392,0.2146,0.8729,4.0894,16.8457,-31.0059,1,10625,919,1280
15164501,830,0.6118,0.2241,0.8354,-7.3853,14.6484,-16.9067,1,10640,919,1281
15176096,831,0.5802,0.2537,0.7764,-10.1318,12.0850,-9.7046,1,10644,924,1283
15187682,832,0.5583,0.2887,0.7224,1.0376,8.1787,-4.1504,1,10631,927,1284
15199263,833,0.5376,0.2040,0.7054,15.4419,5.3101,3.7231,1,10652,885,1285
15210819,834,0.5260,0.1285,0.7007,23.4985,3.9673,13.9770,1,10648,880,1287
15222464,835,0.5057,0.0813,0.6885,24.5361,2.5635,21.9116,1,10669,950,1288
15234081,836,0.4956,0.0657,0.6746,15.9912,0.4272,24.5972,1,10660,930,1289
15245667,837,0.5116,0.0688,0.6713,10.4370,2.6855,23.4375,1,10648,893,1291
15257282,838,0.5509,0.0771,0.6833,6.2866,8.2397,22.5830,1,10657,930,1292
15268860,839,0.6475,0.0614,0.7113,6.2256,15.5640,22.7051,1,10652,880,1293
15280472,840,0.6890,0.0393,0.7336,10.0098,24.2310,23.7427,1,10658,927,1295
15292066,841,0.7158,0.0273,0.7568,12.8784,34.4849,25.0244,1,10645,922,1296
15303718,842,0.7238,0.0386,0.7721,13.5498,50.6592,20.9961,1,10660,964,1297
15315280,843,0.7271,0.0657,0.7766,17.7612,54.1382,14.1602,1,10635,899,1299
15326916,844,0.7283,0.0916,0.7799,23.5596,55.3589,7.2021,1,10653,938,1300
15338511,845,0.7050,0.1338,0.7850,24.6582,53.7109,2.7466,1,10650,917,1301
15350110,846,0.6892,0.1649,0.7726,18.6768,48.4009,1.2207,1,10623,931,1302
15361674,847,0.6859,0.1954,0.7632,10.4370,40.0391,1.5869,1,10653,883,1304
15373241,848,0.7084,0.2141,0.7726,6.1646,26.3062,4.5166,1,10647,892,1305
15384842,849,0.7416,0.2205,0.7917,9.3384,23.2544,6.2256,1,10701,872,1306
15396457,850,0.7660,0.2107,0.8087,14.0991,19.9585,7.7515,1,10677,911,1308
15408071,851,0.7765,0.1761,0.8341,16.4185,15.8691,9.0332,1,10648,911,1309
15419656,852,0.7523,0.1879,0.8322,14.1602,10.7422,9.7656,1,10628,929,1310
15431274,853,0.7188,0.2223,0.8170,9.5825,3.1738,8.9722,1,10644,947,1312
15442842,854,0.6882,0.2610,0.7898,2.9907,-18.6768,6.9580,1,10639,900,1313
15454457,855,0.6768,0.2833,0.7649,1.0376,-29.1748,9.9487,1,10693,896,1314
15466059,856,0.6844,0.2843,0.7476,-1.0986,-36.5601,15.4419,1,10658,917,1316
15477674,857,0.6616,0.2880,0.7227,-3.6621,-41.5649,20.8740,1,10646,913,1317
15489261,858,0.6252,0.2020,0.6956,-5.6763,-41.7480,22.5220,1,10626,935,1318
15500881,859,0.6208,0.0948,0.7284,-5.6152,-35.8276,12.1460,1,10644,947,1320
15512458,860,0.6410,0.1366,0.7666,-27.0996,-29.2358,-25.2686,1,10648,901,1321
15524099,861,0.6519,0.2458,0.7378,-31.5552,-31.2500,-25.7568,1,10671,942,1322
15535722,862,0.6533,0.3356,0.6952,-24.3530,-32.2876,-13.2446,1,10627,968,1324
15547268,863,0.6743,0.3180,0.7737,-13.7329,-32.2266,1.0986,1,10610,908,1325
15558836,864,0.6575,0.3467,0.7870,-13.3667,-35.0952,13.1226,1,10612,929,1326
15570436,865,0.6160,0.3988,0.6902,-21.8506,-36.4380,26.1841,1,10640,932,1328
15582025,866,0.5602,0.3848,0.6122,-2.3804,-15.1978,53.1616,1,10655,907,1329
15593664,867,0.5061,0.2899,0.6224,12.6953,-4.1504,56.3965,1,10695,915,1330
15605233,868,0.4792,0.1815,0.6775,10.4980,1.2207,50.2319,1,10635,906,1332
15616835,869,0.5242,0.1627,0.7434,-1.7700,3.2959,36.9263,1,10654,894,1333
15628381,870,0.5613,0.2201,0.7538,-10.0098,6.2866,21.1182,1,10639,880,1334
15640007,871,0.5814,0.2726,0.7739,-9.5825,12.2070,8.5449,1,10665,932,1335
15651632,872,0.5914,0.3059,0.7988,-7.3853,26.0620,0.8545,1,10676,923,1337
15663241,873,0.6007,0.3202,0.8115,-7.8125,29.3579,2.8687,1,10678,904,1338
15674798,874,0.6133,0.3447,0.8049,5.4321,27.9541,4.2725,1,10618,910,1339
15686414,875,0.6573,0.3488,0.8448,39.1235,19.1650,2.9907,1,10657,933,1341
15698018,876,0.6750,0.2877,0.8939,68.1152,6.2256,2.5635,1,10652,924,1342
15709625,877,0.6827,0.2378,0.9143,67.5659,-3.8452,3.7842,1,10650,929,1343
15721182,878,0.6931,0.2292,0.9111,19.9585,-8.5449,0.6714,1,10643,888,1345
15732826,879,0.7069,0.2505,0.8995,-1.0986,-3.6621,-3.6621,1,10714,902,1346
15744345,880,0.7140,0.2615,0.8719,-15.7471,5.1270,-5.6152,1,10620,872,1347
15756005,881,0.6768,0.2393,0.8087,-24.6582,16.2964,-4.1504,1,10698,933,1349
15767568,882,0.6593,0.2438,0.7878,-30.5176,29.2358,-2.9297,1,10641,894,1350
15779164,883,0.6487,0.2677,0.7659,-34.5459,42.3584,-4.1504,1,10645,924,1351
15790791,884,0.6476,0.2980,0.7451,-32.0435,63.3545,-8.6670,1,10675,924,1353
15802401,885,0.6571,0.3087,0.7356,-20.2637,67.3218,-11.3525,1,10668,915,1354
15814028,886,0.6874,0.2960,0.7732,-4.5776,59.8144,-13.3667,1,10637,944,1355
15825588,887,0.6694,0.3038,0.7601,3.9062,45.1660,-11.9019,1,10636,897,1357
15837169,888,0.6401,0.3124,0.7122,7.2021,34.8511,-9.3384,1,10622,931,1358
15848755,889,0.6395,0.3163,0.7205,12.7563,31.0059,-9.3994,1,10664,895,1359
15860367,890,0.6587,0.3154,0.7472,17.4561,26.6113,-13.7939,1,10653,931,1361
15871967,891,0.6653,0.3058,0.7534,15.7471,21.0571,-13.4277,1,10666,905,1362
15883541,892,0.6614,0.2877,0.7397,13.6108,15.8081,-12.7563,1,10627,920,1363
15895192,893,0.6963,0.2567,0.7200,11.9629,14.4043,-13.4277,1,10651,945,1364
15906747,894,0.7247,0.2451,0.7336,12.2070,17.3950,-15.0757,1,10635,893,1366
15918342,895,0.7407,0.2384,0.7545,13.4277,27.2217,-19.1040,1,10661,906,1367
15929921,896,0.7378,0.2401,0.7609,11.9629,28.6865,-21.0571,1,10635,916,1368
15941540,897,0.7283,0.2418,0.7511,11.2915,27.8320,-22.5830,1,10681,910,1370
15953146,898,0.7213,0.2373,0.7395,11.5967,26.1230,-23.6816,1,10628,951,1371
15964748,899,0.7301,0.2249,0.7526,11.5356,24.3530,-24.5972,1,10639,918,1372
15976368,900,0.7400,0.2212,0.7632,9.3994,23.3765,-24.1699,1,10627,949,1374
15987936,901,0.7258,0.2236,0.7568,4.3945,18.1885,-15.9912,1,10618,923,1375
15999505,902,0.6844,0.2213,0.7329,3.9673,11.2305,-9.6436,1,10636,905,1376
16011094,903,0.6323,0.2079,0.7008,5.1270,2.1362,-4.2725,1,10683,879,1378
16022645,904,0.5985,0.1898,0.6746,6.8970,-5.8594,-2.0752,1,10656,867,1379
16034273,905,0.6057,0.1859,0.6473,8.7891,-10.4370,-2.9297,1,10685,915,1380
16045874,906,0.6217,0.1848,0.6455,12.2681,-11.4746,-4.7607,1,10660,914,1382
16057486,907,0.6398,0.1731,0.6490,15.3198,-6.5918,-4.0283,1,10628,956,1383
16069036,908,0.6624,0.1567,0.6511,13.5498,-2.5024,-2.9907,1,10637,884,1384
16080681,909,0.6864,0.1384,0.6512,11.8408,1.9531,-2.9297,1,10707,910,1386
16092258,910,0.7070,0.1266,0.6552,9.5215,7.0190,-3.9062,1,10626,922,1387
16103837,911,0.7551,0.1295,0.6705,5.6763,12.6953,-5.1270,1,10644,880,1388
16115415,912,0.7747,0.1353,0.6774,1.9531,17.8833,-6.1035,1,10658,892,1390
16127022,913,0.7812,0.1392,0.6799,-2.2583,22.3389,-6.6528,1,10652,927,1391
16138644,914,0.7812,0.1395,0.6763,-2.6855,21.0571,-7.0801,1,10673,920,1392
16150249,915,0.7812,0.1395,0.6763,-2.6855,21.0571,-7.0801,0,10675,903,1394
16155221,916,0.7877,0.1144,0.6763,-2.8076,18.9209,-7.1411,1,2191,931,1394
16166827,917,0.8013,0.1074,0.6855,-7.3242,13.6719,-3.9673,1,10700,879,1395
16178425,918,0.7928,0.0890,0.6741,-11.0474,10.7422,-3.1128,1,10664,905,1396
16190035,919,0.7928,0.0890,0.6741,-11.0474,10.7422,-3.1128,0,10688,895,1397
16193194,920,0.7928,0.0890,0.6741,-13.9770,14.7095,-8.3008,0,2200,931,1397
16200607,921,0.7073,0.0269,0.5245,-9.4604,24.5361,-18.6768,1,6473,911,1398
16212229,922,0.7845,0.1277,0.6202,-2.0752,31.6772,-26.7944,1,10700,894,1399
16223852,923,0.8497,0.1742,0.6775,-0.3052,32.1045,-27.2217,1,10701,896,1400
16235420,924,0.8658,0.1798,0.7034,-0.4883,25.8179,-20.0806,1,10652,888,1402
16247053,925,0.8253,0.1442,0.6902,-5.0049,-1.7090,0.8545,1,10665,939,1403
16258602,926,0.7662,0.1060,0.6400,-13.6719,-13.2446,5.1880,1,10637,885,1404
16270229,927,0.7219,0.1079,0.5795,-22.3389,-14.8315,4.0283,1,10649,950,1406
16281849,928,0.7352,0.1873,0.4762,-26.6113,-2.9907,1.7700,1,10657,934,1407
16293444,929,0.8594,0.3032,0.6357,-20.8130,14.7095,5.6763,1,10663,905,1408
16305045,930,0.9274,0.3408,0.7784,-6.2256,13.5498,23.4985,1,10645,928,1409
16316674,931,0.8643,0.2218,0.6497,-1.2207,-19.7754,68.4204,1,10674,926,1411
16328231,932,0.7798,0.0651,0.5369,3.7231,-17.8223,64.6362,1,10639,890,1412
16339848,933,0.7655,-0.0723,0.6200,-2.6855,-22.1558,43.4570,1,10655,906,1413
16351455,934,0.8228,0.0636,0.7030,-33.2031,-36.8042,19.2871,1,10648,932,1415
16363052,935,0.8254,0.2570,0.6293,-60.2417,-53.2227,3.7231,1,10657,913,1416
16374656,936,0.8176,0.3658,0.5930,-62.8052,-63.9038,2.3193,1,10642,933,1417
16386276,937,0.8141,0.3711,0.6252,-39.1846,-69.8853,23.3154,1,10668,926,1419
16397863,938,0.8047,0.3276,0.6809,-39.1235,-74.0967,29.6020,1,10626,932,1420
16409486,939,0.7795,0.2893,0.7074,-47.3633,-78.5522,28.4424,1,10671,924,1421
16421103,940,0.6942,0.3210,0.6770,-57.3730,-80.5054,23.3765,1,10627,946,1423
16432678,941,0.6510,0.3762,0.6597,-63.9038,-79.7119,18.9209,1,10611,937,1424
16444246,942,0.6426,0.4199,0.6703,-65.4297,-77.2095,16.8457,1,10631,909,1425
16455862,943,0.6521,0.4363,0.7036,-62.4390,-75.5005,20.2637,1,10672,917,1427
16467451,944,0.6464,0.4280,0.7217,-61.4624,-77.7588,23.5596,1,10627,934,1428
16479055,945,0.6279,0.3982,0.7164,-60.1196,-79.5288,24.9023,1,10646,929,1429
16490683,946,0.6018,0.3214,0.7458,-60.3027,-79.5898,23.4375,1,10636,947,1431
16502254,947,0.5599,0.3403,0.7576,-66.1011,-79.0405,19.7754,1,10606,937,1432
16513833,948,0.4875,0.4022,0.7472,-75.7446,-80.9326,14.4653,1,10626,924,1433
16525429,949,0.4241,0.4824,0.7357,-87.7075,-96.4966,0.6104,1,10659,911,1435
16536977,950,0.4006,0.5570,0.7410,-93.0176,-105.5908,-4.4556,1,10622,898,1436
16548584,951,0.4238,0.6052,0.7562,-97.7173,-114.2578,-5.3711,1,10634,946,1437
16560211,952,0.5143,0.5635,0.7319,-92.1020,-122.6196,-1.9531,1,10660,939,1438
16571792,953,0.5443,0.4771,0.7312,-72.0215,-127.0752,3.2959,1,10653,899,1440
16583401,954,0.5723,0.4031,0.7855,-49.0723,-121.7041,7.5684,1,10655,927,1441
16594983,955,0.5940,0.3724,0.8881,-32.6538,-91.4307,14.0991,1,10667,888,1442
16606601,956,0.5901,0.3635,0.9746,-43.0908,-80.7495,18.6768,1,10647,944,1444
16618202,957,0.5292,0.3649,0.9795,-69.0918,-76.8433,22.8271,1,10644,928,1445
16629792,958,0.2415,0.4738,0.7678,-106.5063,-78.6743,23.8037,1,10632,930,1446
16641412,959,0.1208,0.5605,0.6218,-142.5171,-84.5947,21.5454,1,10652,941,1448
16653034,960,0.0602,0.6311,0.5100,-160.0342,-93.3227,18.1274,1,10627,951,1449
16664569,961,0.0603,0.6713,0.4794,-122.9248,-111.2671,12.0239,1,10612,896,1450
16676164,962,0.1039,0.6871,0.5366,-97.7173,-112.8540,13.3667,1,10641,926,1452
16687758,963,0.1788,0.6801,0.6455,-88.9282,-107.4219,20.2026,1,10649,916,1453
16699356,964,0.3071,0.6543,0.8186,-94.8486,-100.7690,31.5552,1,10650,922,1454
16710985,965,0.3154,0.6621,0.8177,-102.9663,-99.1821,45.8374,1,10657,943,1456
16722573,966,0.2700,0.6776,0.7539,-106.9336,-102.9053,62.6221,1,10628,932,1457
16734195,967,0.1769,0.6823,0.6624,-105.2246,-119.1406,97.2900,1,10649,944,1458
16745776,968,0.0785,0.6542,0.5773,-103.3935,-127.0752,109.9243,1,10626,928,1460
16757369,969,-0.0018,0.6155,0.4989,-105.0415,-128.9062,117.1265,1,10599,920,1461
16769032,970,-0.0791,0.5454,0.4280,-108.8867,-121.2158,117.0654,1,10632,1003,1462
16780654,971,-0.0120,0.5547,0.5441,-108.7646,-105.5298,111.0229,1,10613,982,1464
16792256,972,0.0911,0.5914,0.7394,-97.6562,-87.8906,102.6001,1,10608,966,1465
16803821,973,0.1729,0.6021,0.9216,-68.6646,-68.4814,94.2383,1,10601,935,1466
16815404,974,0.1777,0.5815,0.9619,-71.2891,-68.1763,97.5342,1,10603,935,1468
16826963,975,0.1030,0.5322,0.8400,-76.1719,-69.5801,100.7690,1,10631,899,1469
16838562,976,-0.1486,0.3894,0.5193,-79.9561,-70.0073,97.0459,1,10639,933,1470
16850113,977,-0.2119,0.4344,0.4862,-86.6089,-71.8994,84.4116,1,10632,891,1471
16861729,978,-0.2172,0.5277,0.4941,-93.6890,-79.1016,68.7256,1,10666,921,1473
16873330,979,-0.1792,0.5835,0.5186,-80.8105,-98.3887,53.3447,1,10677,896,1474
16884956,980,-0.1268,0.5942,0.5634,-71.6553,-100.6470,58.3496,1,10651,948,1475
16896534,981,-0.0917,0.5774,0.6013,-72.0825,-96.8018,68.7256,1,10640,912,1477
16908143,982,-0.0924,0.5100,0.6140,-80.2612,-91.8579,79.7119,1,10650,931,1478
16919719,983,-0.0925,0.4858,0.5879,-88.7451,-90.2710,86.1206,1,10647,900,1479
16931346,984,-0.1190,0.4916,0.5457,-98.3276,-97.2290,78.7964,1,10656,945,1481
16942928,985,-0.1885,0.5488,0.5027,-106.6894,-101.3794,69.2749,1,10648,905,1482
16954514,986,-0.2393,0.6379,0.4829,-116.7602,-103.2715,60.3027,1,10635,925,1483
16966113,987,-0.2257,0.7245,0.4622,-121.9482,-103.7598,56.7017,1,10649,922,1485
16977710,988,-0.2303,0.7617,0.2933,-116.5161,-104.8584,61.7676,1,10639,930,1486
16989339,989,-0.2738,0.7103,0.2014,-100.2197,-105.7129,73.3032,1,10648,953,1487
17000917,990,-0.3149,0.6761,0.2098,-64.5142,-105.1025,89.3555,1,10600,924,1489
17012521,991,-0.3497,0.6978,0.2687,-64.9414,-105.7739,88.7451,1,10636,941,1490
17024102,992,-0.3612,0.7488,0.2916,-70.3125,-105.6518,85.8765,1,10627,926,1491
17035691,993,-0.3489,0.7936,0.2688,-67.9321,-105.0415,85.2661,1,10652,910,1493
17047267,994,-0.2942,0.8204,0.2740,-54.3823,-105.8350,89.4775,1,10630,918,1494
17058871,995,-0.2937,0.7611,0.3071,-40.8936,-107.8491,98.2056,1,10658,918,1495
17070471,996,-0.3119,0.6898,0.3071,-48.9502,-108.2153,113.2812,1,10647,926,1497
17082072,997,-0.3861,0.6699,0.2563,-58.6548,-105.7129,111.0229,1,10651,922,1498
17093675,998,-0.4642,0.6786,0.1693,-65.1855,-100.6470,102.7222,1,10640,935,1499
17105267,999,-0.4447,0.6539,0.1317,-75.2563,-90.6982,94.6045,1,10651,913,1501
17116842,1000,-0.5017,0.7841,0.2026,-91.9189,-76.2939,89.2944,1,10628,921,1502
17128462,1001,-0.5657,0.9185,0.2299,-105.7739,-61.3403,85.3271,1,10655,938,1503
17140092,1002,-0.5476,0.9746,0.2795,-105.2856,-31.6772,79.8340,1,10627,957,1504
17151654,1003,-0.4362,0.9467,0.3168,-115.4175,-9.3994,85.5713,1,10616,918,1506
17163216,1004,-0.4362,0.9467,0.3168,-115.4175,-9.3994,85.5713,0,10626,908,1507
17166403,1005,-0.4362,0.9467,0.3168,-138.1226,12.5732,103.1494,0,2207,952,1507
17173838,1006,-0.5607,0.9277,0.0273,-150.3906,28.5645,122.3755,1,6424,983,1507
17185462,1007,-0.9283,0.9198,-0.3219,-133.3008,40.7715,129.1504,1,10629,949,1509
17197032,1008,-0.9656,0.8879,-0.3170,-81.4819,51.2085,119.9951,1,10602,940,1510
17208663,1009,-0.9205,0.8531,-0.1925,-11.9019,60.1196,101.8677,1,10599,976,1511
17220207,1010,-0.8483,0.8213,-0.0522,85.2661,69.1528,75.2563,1,10601,915,1512
17231810,1011,-0.7710,0.7538,0.0308,114.1968,65.9790,69.1528,1,10633,943,1514
17243403,1012,-0.7156,0.6411,0.0826,135.1318,61.3403,60.9741,1,10637,927,1515
17255035,1013,-0.6566,0.4897,0.2236,142.8223,60.1196,47.6685,1,10608,951,1516
17266609,1014,-0.6193,0.4714,0.2546,134.8267,61.2793,32.3486,1,10601,945,1518
