t_us,seq,ax,ay,az,gx,gy,gz,valid,t_imu,t_serial,missed
9986052,372,0.0592,0.0507,1.0043,-0.3662,-0.1221,-0.1221,1,10611,835,704
9997668,373,0.0603,0.0509,1.0078,-0.2441,-0.0610,-0.1221,1,10691,897,705
10009234,374,0.0603,0.0520,1.0067,-0.3052,-0.1221,-0.1221,1,10686,853,706
10020747,375,0.0598,0.0510,1.0044,-0.1831,-0.1221,-0.1221,1,10629,857,708
10032230,376,0.0598,0.0496,1.0061,-0.0610,-0.0610,-0.1221,1,10613,842,709
10043814,377,0.0604,0.0485,1.0118,-0.1221,-0.0610,-0.0610,1,10660,896,710
10055402,378,0.0583,0.0496,1.0050,-0.3662,-0.1831,-0.0610,1,10690,870,712
10067024,379,0.0579,0.0504,1.0040,-0.3662,-0.1831,-0.1221,1,10691,904,713
10078603,380,0.0602,0.0504,1.0082,-0.1831,-0.1221,-0.1221,1,10649,903,714
10090187,381,0.0604,0.0502,1.0087,-0.1831,-0.3052,-0.0610,1,10700,855,715
10101812,382,0.0604,0.0494,1.0065,-0.1831,-0.1831,-0.0610,1,10730,868,717
10113439,383,0.0607,0.0494,1.0101,-0.2441,-0.1831,-0.0610,1,10697,902,718
10125030,384,0.0613,0.0508,1.0120,-0.2441,-0.1221,-0.0610,1,10686,878,719
10136596,385,0.0609,0.0521,1.0084,-0.3052,-0.0610,-0.0610,1,10682,858,721
10148190,386,0.0594,0.0519,1.0050,-0.3052,-0.1221,-0.0610,1,10696,869,722
10159808,387,0.0591,0.0496,1.0071,-0.1831,-0.0610,-0.0610,1,10734,856,723
10171435,388,0.0591,0.0481,1.0100,-0.2441,-0.1221,-0.0610,1,10733,867,725
10183021,389,0.0597,0.0505,1.0078,-0.3052,-0.0610,-0.0610,1,10702,855,726
10194614,390,0.0601,0.0515,1.0068,-0.3052,-0.0610,-0.1221,1,10698,840,727
10206265,391,0.0601,0.0508,1.0074,-0.2441,0.0000,-0.1221,1,10732,891,729
10217775,392,0.0601,0.0494,1.0078,-0.3052,-0.0610,-0.1221,1,10662,820,730
10229236,393,0.0594,0.0496,1.0074,-0.3052,-0.1221,-0.1221,1,10605,829,731
10240771,394,0.0599,0.0500,1.0078,-0.3052,-0.0610,-0.1831,1,10621,886,733
10252414,395,0.0598,0.0510,1.0093,-0.3662,-0.0610,-0.1221,1,10742,874,734
10263969,396,0.0593,0.0503,1.0077,-0.4272,-0.0610,-0.1221,1,10636,892,735
10275602,397,0.0593,0.0494,1.0059,-0.4272,-0.0610,-0.0610,1,10734,871,737
10287174,398,0.0596,0.0496,1.0062,-0.2441,0.0000,-0.0610,1,10649,895,738
10298633,399,0.0597,0.0496,1.0077,-0.2441,-0.1221,-0.0610,1,10602,830,739
10310218,400,0.0585,0.0492,1.0078,-0.2441,-0.1831,-0.1221,1,10670,888,740
10321824,401,0.0593,0.0502,1.0094,-0.2441,-0.0610,-0.1831,1,10675,875,742
10333433,402,0.0593,0.0515,1.0079,-0.3052,-0.0610,-0.1831,1,10689,892,743
10345032,403,0.0596,0.0521,1.0070,-0.3662,0.0000,-0.1221,1,10694,877,744
10356611,404,0.0598,0.0513,1.0076,-0.2441,-0.0610,0.0000,1,10706,846,746
10368204,405,0.0594,0.0503,1.0073,-0.2441,-0.0610,-0.0610,1,10706,830,747
10379844,406,0.0592,0.0496,1.0077,-0.3052,0.0000,-0.1221,1,10751,862,748
10391433,407,0.0585,0.0497,1.0071,-0.3662,0.0000,-0.1221,1,10738,824,750
10402974,408,0.0591,0.0508,1.0057,-0.3662,0.0000,-0.1221,1,10738,775,751
10414593,409,0.0596,0.0514,1.0052,-0.3662,-0.0610,-0.0610,1,10741,852,752
10426049,410,0.0602,0.0508,1.0056,-0.2441,-0.0610,-0.1221,1,10620,778,754
10437572,411,0.0598,0.0494,1.0084,-0.2441,-0.0610,-0.1221,1,10638,857,755
10449227,412,0.0591,0.0488,1.0103,-0.3662,-0.0610,-0.1221,1,10749,878,756
10460780,413,0.0591,0.0499,1.0082,-0.4272,-0.0610,-0.0610,1,10666,859,758
10472287,414,0.0599,0.0496,1.0079,-0.3662,0.0000,-0.0610,1,10607,872,759
10483800,415,0.0604,0.0494,1.0063,-0.3662,-0.0610,-0.0610,1,10637,847,760
10495440,416,0.0603,0.0497,1.0059,-0.3052,-0.0610,-0.1831,1,10709,876,762
10507075,417,0.0603,0.0498,1.0068,-0.3052,0.0000,-0.1221,1,10712,896,763
10518568,418,0.0601,0.0503,1.0090,-0.3052,0.0610,-0.0610,1,10668,798,764
10530022,419,0.0602,0.0499,1.0071,-0.3662,0.0000,0.0000,1,10604,822,765
10541483,420,0.0599,0.0503,1.0049,-0.3662,0.0000,0.0000,0,10626,807,767
10548698,421,0.0599,0.0503,1.0049,-0.3662,0.0000,0.0000,0,6407,781,767
10551724,422,0.0599,0.0504,1.0063,-0.3052,0.0000,-0.0610,1,2219,780,767
10563230,423,0.0601,0.0503,1.0085,-0.2441,0.0000,-0.0610,1,10682,797,768
10574687,424,0.0594,0.0503,1.0093,-0.3662,-0.0610,-0.1221,1,10617,811,769
10586232,425,0.0594,0.0500,1.0082,-0.4272,-0.0610,-0.1221,1,10676,842,771
10597858,426,0.0593,0.0498,1.0059,-0.4272,0.0000,-0.1221,1,10739,860,772
10609448,427,0.0609,0.0499,1.0063,-0.3052,0.0610,-0.1831,1,10732,830,773
10621073,428,0.0596,0.0498,1.0056,-0.3052,-0.0610,-0.1831,1,10734,863,775
10632662,429,0.0586,0.0496,1.0072,-0.3052,-0.1221,-0.1221,1,10714,846,776
10644276,430,0.0597,0.0496,1.0099,-0.2441,-0.1221,-0.0610,1,10731,855,777
10655862,431,0.0599,0.0498,1.0094,-0.3052,-0.0610,-0.0610,1,10690,842,779
10667490,432,0.0593,0.0498,1.0076,-0.3052,0.0000,-0.0610,1,10740,860,780
10679017,433,0.0601,0.0507,1.0063,-0.3052,-0.0610,-0.0610,1,10702,798,781
10690450,434,0.0604,0.0507,1.0077,-0.2441,-0.0610,-0.0610,1,10609,796,783
10702004,435,0.0605,0.0504,1.0083,-0.3052,0.0000,-0.0610,1,10638,888,784
10713566,436,0.0594,0.0504,1.0074,-0.3052,0.0000,-0.0610,1,10738,796,785
10725032,437,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,1,10615,823,786
10736593,438,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,0,10687,846,788
10740228,439,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,0,2219,873,788
10745221,440,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,0,2195,795,788
10750224,441,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,0,2193,926,788
10755222,442,0.0593,0.0499,1.0072,-0.3052,-0.0610,-0.0610,0,2200,862,788
10760221,443,0.0588,0.0507,1.0077,-0.3052,0.0000,-0.1831,1,2192,861,788
10771732,444,0.0583,0.0500,1.0076,-0.2441,-0.0610,-0.1221,1,10632,853,789
10783308,445,0.0591,0.0497,1.0081,-0.3052,-0.0610,-0.1221,1,10679,870,790
10794841,446,0.0596,0.0502,1.0074,-0.3052,-0.0610,-0.1221,1,10627,878,791
10806417,447,0.0601,0.0509,1.0066,-0.3052,-0.0610,-0.1221,1,10712,837,793
10817960,448,0.0592,0.0508,1.0071,-0.3052,-0.0610,-0.0610,1,10654,861,794
10829441,449,0.0592,0.0499,1.0068,-0.3662,-0.0610,-0.0610,1,10618,835,795
10841071,450,0.0596,0.0503,1.0073,-0.3662,-0.0610,-0.0610,1,10700,903,797
10852618,451,0.0601,0.0504,1.0074,-0.3052,-0.0610,-0.1831,1,10675,843,798
10864265,452,0.0607,0.0499,1.0073,-0.3052,-0.0610,-0.1831,1,10734,886,799
10875810,453,0.0604,0.0498,1.0067,-0.3052,0.0000,-0.1831,1,10673,844,801
10887427,454,0.0596,0.0510,1.0063,-0.3052,0.0000,-0.1831,1,10741,847,802
10899009,455,0.0601,0.0507,1.0068,-0.3052,0.0000,-0.1831,1,10726,828,803
10910554,456,0.0603,0.0504,1.0067,-0.2441,0.0000,-0.1221,1,10745,773,805
10922208,457,0.0598,0.0496,1.0067,-0.3052,-0.0610,-0.0610,1,10769,830,806
10933747,458,0.0596,0.0492,1.0073,-0.2441,-0.0610,-0.1221,1,10659,852,807
10945391,459,0.0604,0.0497,1.0079,-0.2441,-0.0610,-0.1221,1,10715,901,809
10956821,460,0.0607,0.0502,1.0066,-0.2441,-0.0610,-0.1221,1,10594,778,810
10968356,461,0.0588,0.0505,1.0082,-0.1831,0.0000,-0.1221,1,10624,884,811
10979934,462,0.0590,0.0507,1.0082,-0.1221,0.0000,-0.1221,1,10721,828,812
10991397,463,0.0585,0.0511,1.0065,-0.1221,-0.0610,-0.0610,1,10621,815,814
11002943,464,0.0594,0.0509,1.0078,-0.2441,0.0000,-0.0610,1,10678,840,815
11014560,465,0.0599,0.0507,1.0089,-0.3662,-0.1221,-0.1221,1,10742,848,816
11026103,466,0.0597,0.0508,1.0082,-0.3662,0.0000,-0.1221,1,10643,871,818
11037525,467,0.0601,0.0502,1.0079,-0.3662,0.0000,-0.1221,1,10610,786,819
11049006,468,0.0593,0.0508,1.0067,-0.3662,-0.1221,-0.1221,1,10632,820,820
11060525,469,0.0591,0.0499,1.0022,-0.3052,-0.1221,-0.1221,1,10621,872,822
11072068,470,0.0552,0.0494,0.9788,-0.3662,-1.0376,-0.1221,1,10662,853,823
11083611,471,0.0504,0.0521,0.9849,1.1597,0.4272,-0.3052,1,10642,872,824
11095045,472,0.0624,0.0449,1.0436,1.2817,1.5869,-0.3662,1,10599,779,825
11106552,473,0.0575,0.0575,1.0052,-1.4648,-1.0986,0.0000,1,10608,870,827
11118135,474,0.0529,0.0653,0.9832,-2.1362,-1.9531,0.1221,1,10722,834,828
11129720,475,0.0663,0.0531,1.0206,0.1831,1.0986,-0.2441,1,10622,934,829
11141238,476,0.0669,0.0428,1.0232,-1.4648,-1.2207,0.0610,1,10610,882,831
11152815,477,0.0526,0.0504,0.9761,-1.2207,-1.2207,0.0610,1,10646,904,832
11164352,478,0.0509,0.0531,0.9790,0.9155,1.1597,-0.1831,1,10662,847,833
11176019,479,0.0646,0.0455,1.0377,0.8545,0.7935,-0.1831,1,10736,905,835
11187597,480,0.0564,0.0487,1.0079,-0.6714,-0.8545,-0.0610,1,10671,878,836
11199083,481,0.0563,0.0530,0.9900,-1.0986,-0.7324,-0.0610,1,10632,826,837
11210773,482,0.0603,0.0546,1.0004,0.0610,0.2441,-0.1831,1,10786,878,839
11222405,483,0.0630,0.0522,1.0114,-0.1221,0.0000,-0.1221,1,10715,890,840
11233908,484,0.0605,0.0499,1.0067,-0.3052,-0.3052,-0.0610,1,10678,797,841
11245287,485,0.0569,0.0457,1.0149,0.0000,0.0610,-0.0610,1,10605,747,843
11256836,486,0.0612,0.0464,1.0200,0.0610,0.4272,-0.1221,1,10639,851,844
11268340,487,0.0603,0.0529,1.0046,-0.5493,-0.1221,-0.1221,1,10608,868,845
11279916,488,0.0582,0.0568,0.9930,-0.3052,-0.0610,-0.1221,1,10660,889,846
11291465,489,0.0598,0.0522,1.0016,0.0610,0.1831,-0.1221,1,10680,843,848
11303116,490,0.0610,0.0471,1.0117,-0.0610,-0.1221,-0.0610,1,10732,890,849
11314647,491,0.0581,0.0480,1.0096,-0.2441,-0.1831,-0.1221,1,10659,846,850
11326198,492,0.0591,0.0497,1.0105,-0.2441,0.0000,-0.1221,1,10691,832,852
11337792,493,0.0610,0.0513,1.0101,-0.3662,0.0610,-0.1221,1,10743,795,853
11349195,494,0.0605,0.0519,1.0057,-0.4883,-0.0610,-0.1221,1,10627,750,854
11360741,495,0.0585,0.0505,1.0032,-0.3662,0.0610,-0.1221,1,10630,860,856
11372214,496,0.0591,0.0479,1.0077,-0.3052,0.1831,-0.1221,1,10604,841,857
11383781,497,0.0608,0.0474,1.0125,-0.3662,0.0610,-0.0610,1,10685,854,858
11395348,498,0.0598,0.0510,1.0061,-0.4272,-0.0610,-0.0610,1,10670,841,860
11407029,499,0.0596,0.0520,1.0059,-0.3662,-0.0610,-0.0610,1,10752,901,861
11418577,500,0.0603,0.0515,1.0066,-0.3662,-0.0610,-0.1221,1,10650,872,862
11430093,501,0.0605,0.0503,1.0045,-0.3662,-0.0610,-0.1221,1,10664,825,863
11441742,502,0.0594,0.0492,1.0042,-0.2441,-0.0610,-0.1221,1,10778,843,865
11453285,503,0.0587,0.0492,1.0074,-0.2441,0.0000,-0.0610,1,10662,854,866
11464861,504,0.0593,0.0500,1.0095,-0.3662,-0.0610,-0.0610,1,10716,831,867
11476345,505,0.0596,0.0507,1.0051,-0.4272,-0.1831,-0.0610,1,10648,780,869
11487863,506,0.0605,0.0504,1.0049,-0.3662,-0.0610,-0.0610,1,10626,864,870
11499458,507,0.0610,0.0499,1.0066,-0.3052,-0.1221,-0.1221,1,10694,874,871
11510967,508,0.0602,0.0497,1.0062,-0.3662,-0.0610,-0.0610,1,10669,782,873
11522477,509,0.0593,0.0492,1.0066,-0.3662,0.0000,-0.0610,1,10640,842,874
11533954,510,0.0592,0.0502,1.0079,-0.3662,0.0000,-0.1221,1,10642,808,875
11545561,511,0.0598,0.0500,1.0071,-0.3662,0.0000,-0.1221,1,10721,858,877
11556975,512,0.0599,0.0499,1.0055,-0.4272,-0.0610,-0.1221,1,10626,730,878
11568538,513,0.0594,0.0507,1.0056,-0.3662,0.0000,-0.1831,1,10642,893,879
11580098,514,0.0598,0.0504,1.0087,-0.3052,0.0000,-0.1221,1,10705,827,880
11591585,515,0.0598,0.0497,1.0101,-0.3662,-0.0610,-0.0610,1,10639,820,882
11603157,516,0.0586,0.0497,1.0084,-0.3662,0.0000,-0.0610,1,10669,877,883
11614639,517,0.0601,0.0502,1.0078,-0.3662,0.0000,-0.0610,1,10644,809,884
11626146,518,0.0605,0.0507,1.0056,-0.4272,-0.1221,-0.1221,1,10627,852,886
11637693,519,0.0603,0.0504,1.0061,-0.2441,-0.0610,-0.1221,1,10670,851,887
11649213,520,0.0603,0.0500,1.0076,-0.2441,-0.0610,-0.0610,1,10629,863,888
11660811,521,0.0596,0.0497,1.0087,-0.3052,0.0000,-0.0610,1,10700,870,890
11672384,522,0.0601,0.0507,1.0076,-0.3662,0.0000,-0.0610,1,10672,874,891
11683811,523,0.0602,0.0516,1.0057,-0.4272,-0.0610,-0.0610,1,10607,792,892
11695336,524,0.0603,0.0510,1.0065,-0.3052,0.0000,-0.1221,1,10672,825,894
11706938,525,0.0593,0.0507,1.0059,-0.3052,-0.1221,-0.1831,1,10724,850,895
11718374,526,0.0583,0.0507,1.0062,-0.2441,-0.0610,-0.1831,1,10608,783,896
11729929,527,0.0592,0.0497,1.0079,-0.2441,-0.0610,-0.1221,1,10630,896,897
11741520,528,0.0590,0.0493,1.0072,-0.3052,-0.1221,-0.0610,1,10696,867,899
11753113,529,0.0599,0.0493,1.0071,-0.3052,0.0610,-0.0610,1,10669,898,900
11764617,530,0.0596,0.0498,1.0056,-0.3052,-0.0610,-0.0610,1,10607,869,901
11776173,531,0.0590,0.0503,1.0067,-0.3052,-0.0610,-0.1221,1,10669,860,903
11787698,532,0.0598,0.0499,1.0089,-0.3662,-0.1221,-0.1221,1,10631,865,904
11799129,533,0.0592,0.0497,1.0074,-0.4272,-0.1221,-0.0610,1,10597,790,905
11810602,534,0.0590,0.0497,1.0062,-0.3662,-0.0610,-0.1221,1,10628,787,907
11822085,535,0.0592,0.0498,1.0066,-0.3052,-0.1221,-0.1831,1,10610,845,908
11833628,536,0.0598,0.0497,1.0070,-0.3662,-0.1221,-0.2441,1,10661,855,909
11845252,537,0.0603,0.0502,1.0071,-0.3662,-0.0610,-0.2441,1,10720,875,911
11856638,538,0.0601,0.0508,1.0076,-0.3052,0.0000,-0.1221,1,10611,748,912
11868187,539,0.0610,0.0503,1.0094,-0.2441,0.0610,-0.1221,1,10616,876,913
11879690,540,0.0607,0.0494,1.0094,-0.2441,-0.0610,-0.0610,1,10607,868,914
11891252,541,0.0592,0.0498,1.0062,-0.3052,-0.1221,-0.0610,1,10674,861,916
11902812,542,0.0601,0.0509,1.0070,-0.3662,-0.0610,-0.1221,1,10688,845,917
11914374,543,0.0598,0.0511,1.0074,-0.3662,-0.0610,-0.0610,1,10657,877,918
11926006,544,0.0592,0.0504,1.0074,-0.3052,0.0000,-0.0610,1,10680,906,920
11937569,545,0.0593,0.0497,1.0071,-0.3052,-0.0610,-0.0610,1,10699,837,921
11949181,546,0.0601,0.0492,1.0076,-0.2441,-0.0610,-0.0610,1,10719,864,922
11960601,547,0.0602,0.0493,1.0071,-0.1831,-0.1221,-0.0610,1,10595,781,924
11972069,548,0.0594,0.0499,1.0067,-0.1831,-0.1831,-0.1221,1,10629,781,925
11983558,549,0.0594,0.0507,1.0072,-0.2441,-0.1831,-0.1221,1,10608,853,926
11995097,550,0.0602,0.0508,1.0084,-0.2441,-0.0610,-0.1221,1,10654,857,927
12006691,551,0.0603,0.0505,1.0089,-0.2441,-0.0610,-0.1221,1,10655,866,929
12018135,552,0.0603,0.0505,1.0089,-0.2441,-0.0610,-0.1221,0,10602,767,930
12021122,553,0.0603,0.0505,1.0089,-0.2441,-0.1221,-0.1221,0,2208,751,930
12028513,554,0.0593,0.0498,1.0060,-0.1831,-0.0610,-0.1221,1,6444,890,930
12040088,555,0.0598,0.0497,1.0087,-0.1831,0.0000,-0.0610,1,10672,876,931
12051592,556,0.0598,0.0498,1.0078,-0.1831,-0.0610,-0.0610,1,10640,838,933
12063241,557,0.0601,0.0508,1.0073,-0.1831,-0.1221,-0.1221,1,10714,907,934
12074803,558,0.0603,0.0514,1.0083,-0.1831,-0.1221,-0.1831,1,10659,875,935
12086424,559,0.0597,0.0508,1.0092,-0.2441,-0.0610,-0.1831,1,10717,876,937
12098015,560,0.0588,0.0492,1.0099,-0.2441,-0.0610,-0.1221,1,10711,852,938
12109613,561,0.0591,0.0492,1.0083,-0.2441,-0.0610,-0.1221,1,10699,872,939
12121041,562,0.0601,0.0503,1.0062,-0.2441,-0.0610,-0.1221,1,10600,784,941
12132513,563,0.0608,0.0508,1.0056,-0.1831,-0.0610,-0.0610,1,10627,788,942
12144006,564,0.0610,0.0505,1.0073,-0.1831,0.0000,-0.0610,1,10624,840,943
12155517,565,0.0604,0.0497,1.0079,-0.3052,-0.0610,-0.0610,1,10645,839,945
12167150,566,0.0596,0.0492,1.0073,-0.3052,-0.0610,-0.1221,1,10708,898,946
12178544,567,0.0592,0.0496,1.0095,-0.2441,0.0000,-0.1221,1,10621,744,947
12190091,568,0.0587,0.0497,1.0085,-0.3052,-0.0610,-0.1831,1,10633,858,948
12201680,569,0.0586,0.0496,1.0050,-0.3662,-0.1221,-0.1221,1,10715,846,950
12213287,570,0.0592,0.0500,1.0050,-0.3662,-0.1221,-0.1221,1,10712,866,951
12224794,571,0.0596,0.0504,1.0078,-0.2441,0.0000,-0.0610,1,10609,871,952
12236333,572,0.0604,0.0499,1.0096,-0.2441,0.0000,-0.0610,1,10664,848,954
12247815,573,0.0604,0.0487,1.0084,-0.3662,-0.0610,-0.0610,1,10620,833,955
12259284,574,0.0599,0.0499,1.0059,-0.3662,-0.0610,-0.1221,1,10634,808,956
12270756,575,0.0604,0.0511,1.0061,-0.3052,-0.0610,-0.1221,1,10619,795,958
12282232,576,0.0603,0.0513,1.0065,-0.2441,-0.1221,-0.1221,1,10607,842,959
12293758,577,0.0605,0.0505,1.0072,-0.1831,-0.1221,-0.1221,1,10647,851,960
12305356,578,0.0603,0.0492,1.0088,-0.1831,-0.0610,-0.1221,1,10699,873,962
12316757,579,0.0599,0.0488,1.0099,-0.2441,-0.0610,-0.1221,1,10626,747,963
12328294,580,0.0602,0.0505,1.0059,-0.3662,-0.0610,-0.1221,1,10647,863,964
12339797,581,0.0604,0.0508,1.0056,-0.3662,-0.0610,-0.1221,0,10607,868,965
12347037,582,0.0604,0.0508,1.0056,-0.3662,-0.0610,-0.1221,0,6444,770,966
12350229,583,0.0599,0.0504,1.0071,-0.3052,-0.0610,-0.0610,1,2191,792,966
12361854,584,0.0592,0.0497,1.0092,-0.3052,-0.0610,-0.0610,1,10702,894,967
12373445,585,0.0594,0.0494,1.0085,-0.3662,-0.1221,0.0000,1,10685,878,968
12385014,586,0.0597,0.0499,1.0071,-0.3052,0.0000,0.0000,1,10663,861,969
12396409,587,0.0601,0.0496,1.0074,-0.3052,0.0000,-0.0610,1,10629,739,971
12407951,588,0.0590,0.0492,1.0066,-0.3662,-0.1831,-0.0610,1,10628,886,972
12419532,589,0.0596,0.0494,1.0084,-0.3052,-0.1221,-0.1221,1,10707,846,973
12431141,590,0.0598,0.0499,1.0087,-0.3662,0.0000,-0.1221,1,10684,897,975
12442703,591,0.0592,0.0499,1.0073,-0.4272,0.0000,-0.1831,1,10705,828,976
12454335,592,0.0597,0.0496,1.0061,-0.3662,0.0000,-0.1221,1,10714,892,977
12465889,593,0.0594,0.0497,1.0051,-0.3052,-0.0610,-0.1221,1,10699,829,979
12477383,594,0.0591,0.0497,1.0082,-0.2441,0.0000,-0.0610,1,10607,859,980
12488893,595,0.0591,0.0492,1.0083,-0.2441,-0.0610,-0.1221,1,10658,825,981
12500286,596,0.0591,0.0483,1.0072,-0.3052,-0.0610,-0.0610,1,10619,747,983
12511859,597,0.0596,0.0488,1.0065,-0.3662,0.0000,-0.0610,1,10628,887,984
12523367,598,0.0598,0.0504,1.0048,-0.3662,-0.0610,-0.1221,1,10682,799,985
12534944,599,0.0602,0.0510,1.0044,-0.3052,0.0000,-0.1831,1,10658,890,986
12546388,600,0.0601,0.0500,1.0067,-0.3052,0.0610,-0.1831,1,10622,795,988
12557882,601,0.0605,0.0493,1.0090,-0.4272,0.0610,-0.1831,1,10619,847,989
12569461,602,0.0605,0.0500,1.0073,-0.4272,0.0000,-0.0610,1,10675,877,990
12580942,603,0.0594,0.0507,1.0063,-0.3662,0.0000,-0.0610,1,10656,797,992
12592516,604,0.0593,0.0509,1.0068,-0.3662,-0.0610,-0.0610,1,10678,869,993
12604031,605,0.0594,0.0513,1.0068,-0.3662,-0.1221,-0.0610,1,10610,877,994
12615610,606,0.0592,0.0511,1.0063,-0.3662,-0.0610,-0.0610,1,10632,892,996
12627145,607,0.0597,0.0494,1.0085,-0.3662,0.0610,-0.1221,1,10658,850,997
12638729,608,0.0597,0.0493,1.0083,-0.4272,0.0610,-0.0610,1,10653,885,998
12650286,609,0.0592,0.0498,1.0074,-0.4883,0.0610,-0.0610,1,10654,875,1000
12661796,610,0.0588,0.0508,1.0067,-0.5493,0.0000,-0.1221,1,10626,857,1001
12673329,611,0.0593,0.0513,1.0074,-0.4883,0.0610,-0.1221,1,10676,829,1002
12684903,612,0.0601,0.0507,1.0083,-0.4883,0.0610,-0.0610,1,10694,852,1003
12696440,613,0.0588,0.0498,1.0076,-0.4883,0.0000,-0.0610,1,10617,892,1005
12707989,614,0.0590,0.0507,1.0076,-0.4272,0.0610,-0.0610,1,10694,828,1006
12719531,615,0.0593,0.0509,1.0078,-0.4272,0.0610,-0.0610,1,10620,894,1007
12731083,616,0.0594,0.0510,1.0049,-0.5493,0.0000,-0.1221,1,10649,876,1009
12742665,617,0.0592,0.0520,0.9982,-0.4883,-0.0610,-0.1221,1,10706,847,1010
12754224,618,0.0599,0.0527,1.0011,-0.1831,0.1831,-0.1221,1,10661,871,1011
12765785,619,0.0612,0.0502,1.0123,-0.2441,0.0610,-0.1221,1,10675,858,1013
12777383,620,0.0582,0.0502,1.0051,-0.4883,-0.3052,-0.1221,1,10699,872,1014
12788968,621,0.0599,0.0505,1.0081,-0.3662,-0.0610,-0.1221,1,10706,851,1015
12800611,622,0.0615,0.0511,1.0099,-0.4272,-0.1221,-0.1221,1,10714,901,1017
12812175,623,0.0587,0.0518,1.0028,-0.4272,-0.1831,-0.1831,1,10682,856,1018
12823794,624,0.0583,0.0502,0.9996,-0.2441,0.0000,-0.1221,1,10710,882,1019
12835160,625,0.0587,0.0485,1.0107,-0.1221,-0.1221,-0.0610,1,10631,707,1020
12846744,626,0.0597,0.0492,1.0120,-0.1831,-0.0610,-0.0610,1,10630,898,1022
12858352,627,0.0592,0.0507,1.0085,-0.3052,0.0000,-0.0610,1,10707,874,1023
12869952,628,0.0583,0.0511,1.0056,-0.3052,0.0610,-0.0610,1,10682,890,1024
12881533,629,0.0608,0.0507,1.0065,-0.3052,0.0000,-0.0610,1,10686,866,1026
12893046,630,0.0607,0.0505,1.0057,-0.3662,-0.1831,-0.0610,1,10680,806,1027
12904584,631,0.0597,0.0503,1.0077,-0.2441,-0.1221,-0.1221,1,10634,877,1028
12916181,632,0.0607,0.0487,1.0131,-0.1221,0.0000,-0.1221,1,10712,857,1030
12927655,633,0.0598,0.0485,1.0110,-0.2441,-0.0610,-0.0610,1,10653,794,1031
12939172,634,0.0597,0.0500,1.0050,-0.4272,0.0000,-0.0610,1,10613,875,1032
12950637,635,0.0607,0.0510,1.0035,-0.2441,0.0610,-0.0610,1,10612,826,1034
12962218,636,0.0608,0.0505,1.0065,-0.2441,0.0000,-0.0610,1,10708,845,1035
12973850,637,0.0590,0.0490,1.0095,-0.2441,-0.0610,-0.1221,1,10708,896,1036
12985435,638,0.0593,0.0499,1.0082,-0.2441,-0.0610,-0.1221,0,10690,867,1038
12992773,639,0.0593,0.0499,1.0082,-0.2441,-0.0610,-0.1221,0,6455,857,1038
12995916,640,0.0601,0.0515,1.0083,-0.3662,0.0000,0.0000,1,2214,902,1038
13007362,641,0.0612,0.0526,1.0074,-0.3662,-0.0610,-0.0610,1,10664,755,1039
13018914,642,0.0607,0.0525,1.0051,-0.2441,-0.0610,-0.1221,1,10622,902,1040
13030509,643,0.0603,0.0507,1.0065,-0.1221,0.0610,-0.0610,1,10666,900,1042
13041960,644,0.0610,0.0494,1.0098,-0.1831,0.0000,0.0000,1,10661,763,1043
13053457,645,0.0594,0.0510,1.0068,-0.3052,-0.0610,-0.0610,1,10637,802,1044
13064952,646,0.0590,0.0514,1.0056,-0.3052,-0.0610,-0.0610,0,10624,843,1045
13072258,647,0.0590,0.0514,1.0056,-0.3052,-0.0610,-0.0610,0,6428,850,1046
13075290,648,0.0590,0.0513,1.0074,-0.3662,-0.0610,-0.0610,1,2190,785,1046
13086839,649,0.0597,0.0508,1.0090,-0.3052,0.0000,-0.0610,1,10620,901,1047
13098372,650,0.0594,0.0503,1.0076,-0.3052,-0.1221,-0.0610,1,10686,821,1048
13109890,651,0.0588,0.0499,1.0076,-0.3052,0.0000,-0.0610,1,10634,856,1049
13121404,652,0.0601,0.0499,1.0094,-0.3052,0.0610,-0.0610,1,10658,828,1051
13132973,653,0.0602,0.0502,1.0052,-0.3052,0.0000,-0.0610,1,10694,847,1052
13144552,654,0.0602,0.0498,1.0061,-0.2441,0.0000,-0.0610,1,10704,846,1053
13156013,655,0.0598,0.0498,1.0077,-0.2441,-0.0610,-0.1221,1,10621,813,1055
13167530,656,0.0591,0.0500,1.0079,-0.2441,-0.0610,-0.1221,1,10615,875,1056
13179132,657,0.0585,0.0509,1.0068,-0.3052,-0.0610,-0.1221,1,10705,869,1057
13190750,658,0.0586,0.0513,1.0062,-0.3052,0.0000,-0.1221,1,10694,896,1059
13202293,659,0.0605,0.0513,1.0079,-0.3052,0.0000,-0.0610,1,10692,824,1060
13213824,660,0.0605,0.0513,1.0068,-0.3662,-0.0610,-0.0610,1,10651,852,1061
13225412,661,0.0607,0.0508,1.0077,-0.3052,-0.1221,-0.1221,1,10685,874,1063
13237002,662,0.0603,0.0502,1.0088,-0.3052,-0.0610,-0.0610,1,10714,850,1064
13248556,663,0.0597,0.0502,1.0074,-0.2441,-0.0610,-0.0610,1,10634,864,1065
