t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
48104205, 2402, 0.11, -0.09, -0.06, -11.41, 23.25, -33.02, 1, 14796, 5032
48119400, 2403, 0.11, -0.18, -0.05, -9.52, 22.89, -36.19, 1, 14767, 5034
48134629, 2404, 0.02, -0.78, -0.09, 5.37, 20.57, -33.75, 1, 14627, 5036
48149630, 2405, -0.09, -1.30, -0.12, 66.10, 29.48, -34.36, 1, 14734, 5038
48164761, 2406, -0.39, -2.76, -0.19, 139.10, 84.59, -30.21, 1, 14488, 5040
48179703, 2407, -0.55, -3.42, -0.31, 133.61, 131.10, -38.15, 1, 14801, 5042
48194909, 2408, 0.16, -3.92, -0.44, 11.17, 135.31, -207.76, 1, 14712, 5044
48210058, 2409, 2.15, -1.14, -0.49, -86.49, 13.06, -378.42, 1, 14670, 5046
48225238, 2410, 2.09, 1.88, -1.86, -735.29, -28.32, -13.31, 1, 14757, 5048
48240422, 2411, 0.59, 4.00, 0.88, -295.90, 234.07, 297.06, 1, 14703, 5050
48255520, 2412, -1.58, 2.90, 0.43, 121.46, 318.73, -54.44, 1, 14432, 5052
48270359, 2413, 0.55, 0.91, -1.12, 64.45, 280.88, -223.33, 1, 14415, 5054
48285171, 2414, 1.01, -1.51, -1.06, 398.56, 28.56, -16.78, 1, 14969, 5056
48300629, 2415, -0.39, -3.53, -0.29, 219.67, -96.01, 76.48, 1, 14610, 5058
48315657, 2416, -0.24, -0.35, -0.95, -556.21, -71.11, 136.47, 1, 14732, 5060
48330802, 2417, -0.24, -0.35, -0.95, -465.94, 28.50, 90.82, 0, 10535, 5062
48341689, 2418, -0.48, 2.32, -0.67, -51.94, 69.95, 42.11, 1, 14728, 5063
48356815, 2419, -0.81, 0.41, -0.84, 338.20, -36.19, -79.83, 1, 14738, 5065
48371980, 2420, 0.21, 0.30, -0.27, 281.56, -91.98, -119.87, 1, 14613, 5067
48387001, 2421, 0.50, 0.73, 0.01, 178.53, -106.81, -40.53, 1, 14328, 5069
48401875, 2422, 0.31, 1.14, 0.51, 125.55, -68.60, 19.65, 1, 14442, 5071
48416828, 2423, 0.13, 1.06, 0.35, 32.53, -15.50, 37.54, 1, 14686, 5073
48431875, 2424, -0.10, 0.90, -0.30, 14.40, -14.10, 9.46, 1, 14529, 5075
48446815, 2425, -0.11, 0.88, -0.39, 39.06, -24.84, -36.99, 1, 14728, 5077
48461912, 2426, 0.06, 0.99, -0.26, 63.05, -27.40, -50.66, 1, 14794, 5079
48477049, 2427, 0.14, 1.08, -0.08, 85.21, -43.21, -43.76, 1, 14657, 5081
48492079, 2428, 0.18, 0.93, 0.18, 76.23, -50.60, -32.53, 1, 14690, 5083
48507171, 2429, 0.18, 0.87, 0.21, 41.38, -46.51, -13.12, 1, 14506, 5085
48522131, 2430, 0.17, 0.94, 0.13, 28.38, -34.97, -8.12, 1, 14649, 5087
48537178, 2431, 0.15, 0.97, 0.07, 11.54, -9.22, -5.55, 1, 14432, 5089
48552034, 2432, 0.20, 0.99, -0.04, 4.58, -2.32, 0.37, 1, 14455, 5091
48566915, 2433, 0.18, 1.00, -0.12, 17.46, -14.16, 29.54, 1, 14788, 5093
48582047, 2434, -0.02, 0.94, -0.15, 43.52, -29.72, 30.09, 1, 14575, 5095
48597011, 2435, -0.01, 0.89, -0.01, 81.79, -44.80, -5.00, 1, 14797, 5097
48612206, 2436, 0.18, 0.94, 0.25, 46.75, -31.62, -4.76, 1, 14682, 5099
48627231, 2437, 0.11, 0.98, 0.18, 26.18, -23.13, 5.86, 1, 14285, 5101
48642029, 2438, 0.05, 1.01, 0.06, 7.02, -12.94, 3.66, 1, 14453, 5103
48656968, 2439, 0.04, 1.01, -0.01, 20.20, -11.29, -4.94, 1, 14514, 5105
48671870, 2440, 0.08, 0.96, 0.08, 39.61, -7.93, -13.37, 1, 14490, 5107
48686749, 2441, 0.12, 0.95, 0.12, 38.21, -7.26, -13.49, 1, 14740, 5109
48701865, 2442, 0.17, 0.98, 0.06, 45.47, -20.63, -6.84, 1, 14691, 5111
48716954, 2443, 0.11, 0.99, -0.00, 66.16, -33.51, -5.37, 1, 14888, 5113
48732241, 2444, 0.10, 0.98, 0.08, 101.32, -50.90, -9.58, 1, 14469, 5115
48747155, 2445, 0.13, 0.95, 0.20, 103.21, -53.41, -11.96, 1, 14490, 5117
48762136, 2446, 0.14, 0.93, 0.19, 101.75, -56.27, -12.02, 1, 14519, 5119
48777226, 2447, 0.13, 0.92, 0.21, 107.42, -55.36, -9.83, 1, 14515, 5121
48792260, 2448, 0.13, 0.91, 0.24, 121.15, -53.34, -6.41, 1, 14327, 5123
48806985, 2449, 0.06, 0.91, 0.26, 125.61, -55.36, -5.25, 1, 14298, 5125
48821796, 2450, 0.01, 0.93, 0.26, 141.42, -56.21, -13.73, 1, 14567, 5127
48836784, 2451, 0.01, 0.91, 0.25, 152.34, -53.22, -28.63, 1, 14461, 5129
48851612, 2452, 0.08, 0.88, 0.25, 181.70, -48.58, -54.44, 1, 14509, 5131
48866463, 2453, 0.17, 0.82, 0.41, 199.16, -51.57, -53.16, 1, 14557, 5133
48881412, 2454, 0.12, 0.80, 0.46, 218.69, -54.20, -45.59, 1, 14414, 5135
48896218, 2455, 0.12, 0.70, 0.39, 231.14, -54.99, -43.27, 1, 14462, 5137
48911055, 2456, 0.14, 0.66, 0.41, 283.51, -70.37, -25.45, 1, 14768, 5139
48926211, 2457, 0.08, 0.57, 0.71, 307.74, -74.22, -17.88, 1, 14574, 5141
48941184, 2458, 0.07, 0.59, 0.90, 290.34, -32.96, -16.54, 1, 14707, 5143
48956281, 2459, 0.09, 0.63, 0.89, 262.45, -4.88, -17.40, 1, 14345, 5145
48971232, 2460, 0.08, 0.56, 0.82, 230.10, 19.90, -22.71, 1, 14568, 5147
48986317, 2461, 0.11, 0.46, 0.76, 231.20, 19.96, -28.02, 1, 14665, 5149
49001398, 2462, 0.13, 0.43, 0.79, 256.59, 3.97, -34.42, 1, 14363, 5151
49016412, 2463, 0.12, 0.45, 0.89, 269.65, -2.38, -36.99, 1, 14679, 5153
49031613, 2464, 0.08, 0.51, 0.89, 329.47, -6.29, -60.49, 1, 14425, 5155
49046569, 2465, 0.08, 0.57, 0.77, 329.47, -6.29, -60.49, 0, 10271, 5157
49057179, 2466, 0.06, 0.47, 0.49, 441.65, 5.37, -161.56, 1, 14581, 5158
49072162, 2467, 0.07, 0.19, 0.40, 659.00, -28.69, -265.08, 1, 14527, 5160
49087201, 2468, 0.34, -1.72, 2.21, 625.00, -15.01, -242.00, 1, 14580, 5162
49102200, 2469, 0.31, -1.26, 1.64, -46.87, 7.45, 41.99, 1, 14899, 5164
49117557, 2470, 0.01, 0.28, 0.78, -121.28, -18.74, 96.37, 1, 14301, 5166
49132298, 2471, 0.01, 0.04, 0.95, 33.26, -0.73, 29.24, 1, 14608, 5168
49147244, 2472, 0.22, -0.23, 1.02, 36.87, 11.96, 15.08, 1, 14377, 5170
49161992, 2473, 0.24, -0.18, 1.00, -4.76, -2.93, 26.37, 1, 15136, 5172
49177508, 2474, 0.14, -0.13, 1.00, -9.89, -6.65, 25.51, 1, 14653, 5174
49192540, 2475, 0.13, -0.15, 0.99, -4.03, -0.24, 12.15, 1, 14672, 5176
49207583, 2476, 0.13, -0.16, 0.99, -3.85, 1.71, 6.35, 1, 14810, 5178
49222763, 2477, 0.12, -0.15, 1.00, -4.46, 6.29, -4.64, 1, 14643, 5180
49237750, 2478, 0.11, -0.15, 1.00, -3.54, 7.69, -7.93, 1, 14760, 5182
49252890, 2479, 0.12, -0.15, 1.00, -1.95, 5.68, -7.63, 1, 14524, 5184
49267869, 2480, 0.14, -0.16, 0.99, -2.01, 1.65, -4.21, 1, 14570, 5186
49282984, 2481, 0.15, -0.16, 0.99, -2.81, 0.79, -3.30, 1, 14803, 5188
49298158, 2482, 0.16, -0.15, 0.99, -3.66, -0.37, -2.62, 1, 14512, 5190
49313212, 2483, 0.15, -0.14, 0.99, -2.56, -0.37, -1.95, 1, 15033, 5192
49328693, 2484, 0.15, -0.14, 0.99, -1.04, 0.43, -1.16, 1, 14697, 5195
49343787, 2485, 0.16, -0.15, 0.99, -1.22, -0.31, -1.16, 1, 14701, 5197
49358829, 2486, 0.15, -0.15, 0.99, -1.65, -0.73, -1.40, 1, 15056, 5199
49374228, 2487, 0.15, -0.14, 0.99, -1.28, -0.49, -1.04, 1, 14876, 5201
49389445, 2488, 0.15, -0.14, 1.00, -0.24, -0.55, -0.12, 1, 14673, 5203
49404500, 2489, 0.15, -0.15, 1.00, 0.06, -0.79, 0.12, 1, 14661, 5205
49419529, 2490, 0.17, -0.20, 0.98, -2.75, -9.34, 10.74, 1, 14634, 5207
49434559, 2491, 0.24, -0.37, 0.97, -21.12, -30.58, 42.11, 1, 14606, 5209
49449544, 2492, 0.18, -0.17, 1.02, -52.43, -64.39, 99.12, 1, 14489, 5211
49464522, 2493, 0.03, 0.02, 1.02, -29.36, -41.08, 85.69, 1, 14455, 5213
49479497, 2494, 0.11, -0.12, 1.02, -1.77, 13.92, 58.23, 1, 14535, 5215
49494399, 2495, 0.20, -0.20, 1.00, -11.72, 13.37, 67.26, 1, 14817, 5217
49509557, 2496, 0.14, -0.11, 0.99, -17.76, -6.47, 72.81, 1, 14651, 5219
49524609, 2497, 0.10, -0.00, 0.99, -10.93, -8.61, 60.61, 1, 15106, 5221
49540138, 2498, 0.09, -0.00, 0.98, 6.35, -2.56, 35.40, 1, 14841, 5223
49555411, 2499, 0.09, -0.05, 1.01, 11.35, -0.49, 26.73, 1, 14875, 5225
49570708, 2500, 0.12, -0.10, 1.02, 3.30, 2.50, 19.78, 1, 14476, 5227
49585646, 2501, 0.13, -0.10, 1.00, -2.32, 3.11, 20.57, 1, 14487, 5229
49600615, 2502, 0.12, -0.07, 0.98, 3.30, 3.11, 18.37, 1, 14493, 5231
49615460, 2503, 0.11, -0.09, 1.00, 8.67, 4.33, 15.69, 1, 14299, 5233
49630189, 2504, 0.12, -0.11, 1.01, 7.63, 8.18, 14.77, 1, 14550, 5235
49645194, 2505, 0.12, -0.11, 1.01, 6.04, 10.01, 14.89, 1, 14396, 5237
49660037, 2506, 0.12, -0.12, 1.01, 4.39, 15.87, 14.77, 1, 14368, 5239
49674803, 2507, 0.13, -0.09, 0.99, 6.84, 17.58, 13.67, 1, 14594, 5241
49689772, 2508, 0.14, -0.08, 0.99, 15.87, 15.56, 6.65, 1, 14698, 5243
49704896, 2509, 0.16, -0.13, 1.00, 15.50, 14.22, 5.49, 1, 14294, 5245
49719696, 2510, 0.18, -0.12, 1.00, 8.00, 8.73, 11.78, 1, 14339, 5247
49734401, 2511, 0.21, -0.06, 0.98, 5.31, 4.88, 10.31, 1, 14209, 5249
49749158, 2512, 0.20, -0.12, 0.95, -14.22, -3.60, -0.31, 1, 14638, 5251
49764273, 2513, 0.14, -0.11, 1.02, -36.44, -10.19, -0.18, 1, 14746, 5253
49779500, 2514, 0.12, -0.07, 1.04, -30.88, -1.22, 3.05, 1, 14656, 5255
49794628, 2515, 0.15, -0.08, 1.00, -20.81, 8.24, 3.97, 1, 14425, 5257
49809439, 2516, 0.18, -0.09, 0.99, -20.75, 9.16, 5.68, 1, 14469, 5259
49824333, 2517, 0.18, -0.09, 1.00, -20.87, 2.26, 7.20, 1, 14549, 5261
49839226, 2518, 0.17, -0.10, 0.98, -25.21, -8.85, 10.31, 1, 14655, 5263
49854243, 2519, 0.14, -0.08, 1.00, -40.47, -12.39, 12.15, 1, 14669, 5265
49869365, 2520, 0.14, -0.04, 1.02, -39.37, -6.41, 10.38, 1, 14516, 5267
49884296, 2521, 0.16, -0.02, 1.00, -25.82, -0.73, 6.04, 1, 14753, 5269
49899488, 2522, 0.16, -0.02, 1.00, -17.21, -1.28, 3.78, 1, 14596, 5271
49914474, 2523, 0.16, -0.04, 1.02, -15.20, 2.08, 2.20, 1, 14385, 5273
49929299, 2524, 0.17, -0.04, 1.02, -23.99, 4.82, 3.66, 1, 14584, 5275
49944255, 2525, 0.17, -0.02, 1.02, -37.54, 7.81, 6.84, 1, 14458, 5277
49959132, 2526, 0.16, 0.01, 1.00, -39.73, 7.63, 7.26, 1, 14286, 5279
49973859, 2527, 0.15, 0.02, 0.95, -33.51, 3.42, 6.65, 1, 14353, 5281
49988600, 2528, 0.15, 0.01, 0.94, -22.40, 0.43, 5.74, 1, 14444, 5283
50003449, 2529, 0.16, 0.01, 1.01, -15.08, -1.34, 4.64, 1, 14620, 5284
50018576, 2530, 0.20, 0.11, 0.79, 11.47, -11.41, 2.75, 1, 14399, 5287
50033403, 2531, 0.17, 0.04, 0.88, 103.76, -41.14, 1.59, 1, 14340, 5288
50048085, 2532, 0.15, -0.06, 1.05, 98.82, -41.14, 4.33, 1, 14678, 5290
50063199, 2533, 0.11, -0.09, 1.07, 50.11, -29.72, 5.07, 1, 14695, 5292
50078342, 2534, 0.11, -0.07, 0.97, 39.61, -23.62, 2.99, 1, 14711, 5294
50093452, 2535, 0.10, -0.08, 0.98, 24.35, -18.68, 0.43, 1, 14646, 5296
50108500, 2536, 0.11, -0.09, 1.07, 13.43, -15.14, 0.00, 1, 14358, 5298
50123437, 2537, 0.12, -0.08, 1.06, 3.42, -9.83, -1.10, 1, 14628, 5300
50138448, 2538, 0.11, -0.08, 1.02, 5.00, -9.34, -1.28, 1, 14433, 5302
50153305, 2539, 0.10, -0.08, 1.02, 6.47, -6.65, -1.34, 1, 14614, 5304
50168326, 2540, 0.10, -0.08, 1.03, 5.07, -4.21, -1.28, 1, 14724, 5306
50183459, 2541, 0.10, -0.08, 1.03, 3.36, -0.79, -1.16, 1, 14709, 5308
50198540, 2542, 0.10, -0.08, 1.01, 3.66, -0.37, -1.16, 1, 14554, 5310
50213472, 2543, 0.10, -0.08, 1.01, 1.83, 0.49, -0.67, 1, 14780, 5312
50228677, 2544, 0.11, -0.09, 1.01, 0.12, 1.40, -0.37, 1, 14755, 5315
50243907, 2545, 0.11, -0.09, 1.01, -0.92, 1.95, 0.06, 1, 14361, 5317
50258807, 2546, 0.11, -0.08, 1.01, -0.18, 1.65, 0.18, 1, 14478, 5319
50273731, 2547, 0.11, -0.08, 1.01, 3.72, 0.61, 0.37, 1, 14509, 5321
50288608, 2548, 0.10, -0.08, 1.02, 6.47, 0.73, 0.49, 1, 14227, 5323
50303255, 2549, 0.10, -0.08, 1.01, 9.03, 3.72, -0.12, 1, 14356, 5324
50318150, 2550, 0.12, -0.09, 1.00, 9.70, 5.37, -0.37, 1, 14505, 5326
50333073, 2551, 0.12, -0.09, 1.00, 11.54, 2.62, 0.24, 1, 14371, 5328
50347793, 2552, 0.11, -0.10, 1.01, 10.13, 3.30, 0.18, 1, 14439, 5330
50362681, 2553, 0.11, -0.11, 1.02, 3.05, 7.39, 0.24, 1, 14296, 5332
50377384, 2554, 0.11, -0.10, 1.01, -0.67, 9.28, 0.43, 1, 14519, 5334
50392299, 2555, 0.10, -0.11, 1.00, -10.99, 12.15, -1.46, 1, 14488, 5336
50407213, 2556, 0.12, -0.09, 0.99, -18.19, 13.43, -3.11, 1, 14482, 5338
50422233, 2557, 0.13, -0.07, 0.98, -17.64, 10.13, -1.83, 1, 14558, 5340
50437177, 2558, 0.12, -0.08, 1.00, -12.15, 10.25, -1.53, 1, 14636, 5342
50452407, 2559, 0.13, -0.07, 1.00, -1.77, 11.29, -3.42, 1, 14612, 5344
50467508, 2560, 0.13, -0.07, 1.00, 7.75, 10.38, -4.33, 0, 10245, 5346
50478160, 2561, 0.13, -0.07, 1.01, 19.29, 10.44, -5.13, 1, 14699, 5347
50493257, 2562, 0.14, -0.11, 1.00, 24.60, 14.47, -5.68, 1, 14291, 5349
50508098, 2563, 0.16, -0.12, 0.98, 15.26, 12.94, -4.88, 1, 14523, 5351
50523139, 2564, 0.15, -0.11, 0.99, 2.75, 3.11, -2.93, 1, 14823, 5353
50538362, 2565, 0.14, -0.10, 1.00, 2.69, 1.65, -2.20, 1, 14385, 5355
50553296, 2566, 0.14, -0.10, 1.00, 3.85, 4.09, -2.87, 1, 14511, 5357
50568150, 2567, 0.14, -0.10, 1.00, 3.97, 5.80, -3.42, 1, 14319, 5359
50582875, 2568, 0.15, -0.10, 1.00, 4.39, 6.10, -3.66, 1, 14696, 5361
50597973, 2569, 0.16, -0.11, 0.99, 5.00, 4.76, -3.17, 1, 14706, 5363
50613135, 2570, 0.16, -0.11, 0.99, 5.19, -0.18, -2.08, 1, 14481, 5365
50628137, 2571, 0.14, -0.11, 1.00, 4.09, -0.61, -2.56, 1, 14501, 5367
50643184, 2572, 0.15, -0.11, 1.00, -0.73, -0.98, -7.57, 1, 14973, 5369
50658566, 2573, 0.15, -0.11, 1.00, -3.54, -2.93, -11.41, 1, 14696, 5372
50673637, 2574, 0.14, -0.11, 1.00, -5.00, -2.93, -14.59, 1, 14714, 5374
50688749, 2575, 0.14, -0.11, 1.00, -4.09, -0.79, -14.16, 1, 14785, 5376
50703936, 2576, 0.15, -0.11, 1.00, -2.93, 0.79, -13.98, 1, 14806, 5378
50719114, 2577, 0.15, -0.11, 0.99, -0.43, 0.79, -6.10, 1, 14737, 5380
50734233, 2578, 0.15, -0.11, 1.00, 0.49, 1.10, -1.46, 1, 14512, 5382
50749284, 2579, 0.14, -0.11, 1.00, -1.89, -4.03, -8.79, 1, 14620, 5384
50764384, 2580, 0.13, -0.10, 1.00, -3.30, -6.77, -21.67, 1, 14577, 5386
50779428, 2581, 0.12, -0.10, 1.00, -1.83, -3.60, -44.56, 1, 14702, 5388
50794578, 2582, 0.14, -0.11, 1.00, -0.85, -0.37, -50.60, 1, 14697, 5390
50809707, 2583, 0.14, -0.12, 1.00, -3.17, -1.10, -52.98, 1, 14715, 5392
50824868, 2584, 0.13, -0.11, 1.00, -4.09, -2.87, -51.76, 1, 14785, 5394
50840061, 2585, 0.14, -0.11, 1.00, -2.75, -3.17, -49.32, 1, 14546, 5396
50855037, 2586, 0.14, -0.11, 1.00, -1.77, -2.32, -46.94, 0, 10383, 5398
50865799, 2587, 0.13, -0.12, 1.00, -1.59, -1.65, -43.52, 1, 14734, 5399
50880904, 2588, 0.13, -0.12, 1.00, -1.53, -2.01, -37.11, 1, 14661, 5401
50895933, 2589, 0.13, -0.12, 1.00, -1.16, -2.20, -35.03, 1, 14588, 5403
50910897, 2590, 0.13, -0.12, 1.00, -1.71, -1.34, -31.13, 1, 14833, 5405
50926140, 2591, 0.13, -0.12, 1.00, -2.08, -1.10, -29.91, 1, 14732, 5407
50941278, 2592, 0.13, -0.12, 1.00, -1.89, -1.89, -23.62, 1, 14822, 5409
50956444, 2593, 0.13, -0.12, 1.00, -1.28, -1.46, -14.89, 1, 14771, 5411
50971604, 2594, 0.13, -0.12, 1.00, 0.24, 0.06, -1.04, 1, 14538, 5413
50986539, 2595, 0.12, -0.12, 1.00, 0.12, 0.00, 0.18, 1, 14394, 5415
51001396, 2596, 0.12, -0.12, 1.00, -0.24, -0.37, -0.92, 1, 14534, 5417
51016339, 2597, 0.12, -0.12, 1.00, -0.31, -0.24, -1.10, 1, 14669, 5419
51031389, 2598, 0.12, -0.12, 1.00, -0.24, -0.18, -0.98, 1, 14653, 5421
51046432, 2599, 0.12, -0.12, 1.00, -0.18, -0.24, -0.85, 1, 14900, 5423
51061705, 2600, 0.12, -0.12, 1.00, -0.24, -0.18, -0.73, 1, 14736, 5425
51076784, 2601, 0.12, -0.12, 1.00, -0.43, -0.12, -0.85, 1, 14643, 5427
51091864, 2602, 0.12, -0.12, 1.00, -0.49, 0.00, -1.16, 1, 14587, 5429
51106792, 2603, 0.13, -0.12, 1.00, -0.37, -0.06, -1.46, 1, 14764, 5431
51121927, 2604, 0.12, -0.12, 1.00, -0.31, -0.18, -1.10, 1, 14831, 5433
51137126, 2605, 0.12, -0.12, 1.00, -0.37, -0.06, -0.49, 1, 14809, 5435
51152275, 2606, 0.12, -0.12, 1.00, -0.43, 0.00, -0.37, 1, 14735, 5437
51167382, 2607, 0.12, -0.12, 1.00, -0.49, -0.06, -0.49, 1, 14594, 5439
51182339, 2608, 0.12, -0.12, 1.00, -0.55, -0.06, -0.67, 1, 14613, 5441
51197404, 2609, 0.12, -0.12, 1.00, -0.73, 0.12, -1.95, 1, 14507, 5443
51212402, 2610, 0.12, -0.12, 1.00, -0.67, 0.06, -2.62, 1, 14640, 5445
51227592, 2611, 0.12, -0.12, 1.00, -0.43, 0.00, -2.50, 1, 14799, 5447
51242767, 2612, 0.12, -0.12, 1.00, -0.37, 0.00, -2.20, 1, 14757, 5449
51257957, 2613, 0.12, -0.12, 1.00, -0.31, -0.06, -1.71, 1, 14516, 5451
51272903, 2614, 0.12, -0.12, 1.00, -0.31, -0.06, -1.46, 1, 14756, 5453
51288121, 2615, 0.12, -0.12, 1.00, -0.43, -0.06, -1.16, 1, 14578, 5455
51303178, 2616, 0.12, -0.12, 1.00, -0.43, 0.00, -1.16, 1, 14657, 5457
51318327, 2617, 0.12, -0.12, 1.00, -0.49, 0.00, -1.53, 1, 14594, 5459
51333351, 2618, 0.12, -0.12, 1.00, -0.55, 0.00, -1.95, 1, 14686, 5461
51348377, 2619, 0.12, -0.12, 1.00, -0.43, -0.18, -2.26, 1, 14571, 5463
51363317, 2620, 0.12, -0.12, 1.00, -0.37, -0.18, -2.01, 1, 14674, 5465
51378387, 2621, 0.12, -0.12, 1.00, -0.49, -0.06, -2.08, 1, 14755, 5467
51393509, 2622, 0.12, -0.12, 1.00, -0.43, -0.06, -2.20, 1, 14816, 5469
51408694, 2623, 0.12, -0.12, 1.00, -0.31, -0.18, -1.83, 1, 14720, 5472
51423756, 2624, 0.12, -0.12, 1.00, -0.31, -0.12, -1.65, 1, 14767, 5474
51438929, 2625, 0.12, -0.12, 1.00, -0.37, -0.06, -1.65, 1, 14941, 5476
51454270, 2626, 0.12, -0.12, 1.00, -0.37, -0.06, -1.77, 1, 14794, 5478
51469470, 2627, 0.12, -0.12, 1.00, -0.43, -0.06, -2.08, 1, 14743, 5480
51484591, 2628, 0.12, -0.12, 1.00, -0.37, -0.12, -2.44, 1, 14664, 5482
51499636, 2629, 0.12, -0.12, 1.00, -0.37, -0.12, -2.50, 1, 14931, 5484
51514950, 2630, 0.12, -0.12, 1.00, -0.49, 0.00, -2.69, 1, 14544, 5486
51529911, 2631, 0.12, -0.12, 1.00, -0.37, 0.00, -2.62, 1, 14603, 5488
51544866, 2632, 0.12, -0.12, 1.00, -0.43, 0.00, -2.62, 1, 14482, 5490
51559754, 2633, 0.12, -0.12, 1.00, -0.43, -0.06, -2.62, 1, 14737, 5492
51574896, 2634, 0.12, -0.12, 1.00, -0.43, -0.06, -2.81, 1, 14618, 5494
51589959, 2635, 0.12, -0.12, 1.00, -0.37, -0.06, -2.75, 1, 14655, 5496
51605155, 2636, 0.12, -0.12, 1.00, -0.31, -0.12, -1.53, 1, 14738, 5498
51620297, 2637, 0.12, -0.12, 1.00, -0.43, 0.00, -1.40, 1, 14542, 5500
51635254, 2638, 0.12, -0.12, 1.00, -0.43, -0.06, -2.01, 1, 14775, 5502
51650528, 2639, 0.12, -0.12, 1.00, -0.43, -0.06, -2.01, 0, 6246, 5504
51657143, 2640, 0.12, -0.12, 1.00, -0.43, -0.06, -2.01, 0, 6211, 5504
51663722, 2641, 0.12, -0.12, 1.00, -0.43, -0.12, -1.77, 1, 14638, 5505
51678797, 2642, 0.12, -0.12, 1.00, -0.43, -0.18, -1.71, 1, 14630, 5507
51693968, 2643, 0.12, -0.12, 1.00, -0.61, -0.12, -2.20, 1, 14636, 5509
51709026, 2644, 0.12, -0.12, 1.00, -0.55, 0.00, -2.44, 1, 14565, 5511
51724159, 2645, 0.12, -0.12, 1.00, -0.43, -0.18, -2.26, 1, 14631, 5513
51739240, 2646, 0.12, -0.12, 1.00, -0.37, -0.18, -1.95, 1, 14571, 5515
51754197, 2647, 0.12, -0.12, 1.00, -0.37, -0.12, -1.28, 1, 14749, 5517
51769470, 2648, 0.12, -0.12, 1.00, -0.49, -0.06, -1.34, 1, 14632, 5519
51784638, 2649, 0.12, -0.12, 1.00, -0.43, -0.06, -1.77, 1, 14741, 5521
51799802, 2650, 0.12, -0.12, 1.00, -0.43, -0.18, -1.77, 1, 14775, 5523
51815080, 2651, 0.12, -0.12, 1.00, -0.43, -0.18, -1.65, 1, 14707, 5525
51830200, 2652, 0.12, -0.12, 1.00, -0.37, -0.12, -1.53, 1, 14695, 5527
51845327, 2653, 0.12, -0.12, 1.00, -0.49, -0.06, -1.53, 1, 14702, 5529
51860436, 2654, 0.12, -0.12, 1.00, -0.43, -0.06, -1.40, 1, 14700, 5531
51875623, 2655, 0.12, -0.12, 1.00, -0.31, -0.12, -0.55, 1, 14689, 5533
51890750, 2656, 0.12, -0.12, 1.00, -0.31, -0.06, -0.31, 1, 14606, 5535
51905780, 2657, 0.12, -0.12, 1.00, -0.24, -0.12, -0.24, 1, 14559, 5537
51920763, 2658, 0.12, -0.12, 1.00, -0.31, -0.06, -0.18, 1, 14649, 5539
51935782, 2659, 0.12, -0.12, 1.00, -0.37, -0.06, -0.12, 1, 14690, 5541
51950911, 2660, 0.12, -0.12, 1.00, -0.37, -0.06, -0.18, 1, 14758, 5543
51966016, 2661, 0.12, -0.12, 1.00, -0.43, -0.12, -0.24, 1, 14719, 5545
51981133, 2662, 0.12, -0.12, 1.00, -0.49, -0.12, -0.31, 1, 14766, 5547
51996274, 2663, 0.12, -0.12, 1.00, -0.73, 0.06, -1.04, 1, 14626, 5549
52011278, 2664, 0.12, -0.12, 1.00, -0.43, 0.06, -1.65, 1, 14629, 5551
52026282, 2665, 0.12, -0.12, 1.00, -0.24, -0.06, -1.28, 1, 14736, 5553
52041474, 2666, 0.12, -0.12, 1.00, -0.31, -0.06, -0.67, 1, 14685, 5555
52056800, 2667, 0.12, -0.12, 1.00, -0.37, -0.06, -0.61, 1, 14824, 5557
52071992, 2668, 0.12, -0.12, 1.00, -0.31, -0.12, -0.43, 1, 14662, 5559
52087054, 2669, 0.12, -0.12, 1.00, -0.31, -0.06, -0.37, 1, 14654, 5561
52102076, 2670, 0.12, -0.12, 1.00, -0.43, 0.00, -0.37, 1, 14498, 5563
52116945, 2671, 0.12, -0.12, 1.00, -0.55, -0.06, -0.49, 1, 14575, 5565
52131969, 2672, 0.12, -0.12, 1.00, -0.55, 0.00, -1.16, 1, 14524, 5567
52146984, 2673, 0.12, -0.12, 1.00, -0.55, 0.00, -1.34, 1, 14525, 5569
52161919, 2674, 0.12, -0.12, 1.00, -0.49, 0.06, -1.77, 1, 14722, 5571
52177048, 2675, 0.12, -0.12, 1.00, -0.37, 0.00, -1.77, 1, 14592, 5573
52191985, 2676, 0.12, -0.12, 1.00, -0.24, -0.12, -0.92, 1, 14663, 5575
52207018, 2677, 0.12, -0.12, 1.00, -0.31, -0.12, -0.61, 1, 14730, 5577
52222127, 2678, 0.12, -0.12, 1.00, -0.31, -0.06, -0.37, 1, 14694, 5579
52237248, 2679, 0.12, -0.12, 1.00, -0.31, -0.06, -0.24, 1, 14899, 5581
52252525, 2680, 0.12, -0.12, 1.00, -0.31, 0.00, -0.18, 1, 14793, 5583
52267716, 2681, 0.12, -0.12, 1.00, -0.37, 0.00, -0.18, 1, 14957, 5585
52283042, 2682, 0.12, -0.12, 1.00, -0.31, 0.00, -0.18, 1, 14558, 5587
52297972, 2683, 0.12, -0.12, 1.00, -0.37, -0.06, -0.18, 1, 14840, 5589
52313242, 2684, 0.12, -0.12, 1.00, -0.43, 0.00, -0.12, 1, 14729, 5591
52328342, 2685, 0.12, -0.12, 1.00, -0.37, -0.06, -0.06, 1, 14672, 5593
