t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
33908400, 1456, -1.22, -1.30, 0.60, -86.91, 15.69, -42.91, 0, 10335, 3138
33919107, 1457, -0.95, 0.47, -0.22, -48.22, 25.45, -42.36, 1, 14866, 3140
33934381, 1458, -0.76, -0.02, -0.02, 64.45, 36.19, 29.91, 1, 14663, 3142
33949459, 1459, -0.94, -0.22, -0.05, 28.87, 16.24, 20.57, 1, 14523, 3144
33964489, 1460, -1.06, 0.01, -0.12, -5.55, 6.96, -10.74, 1, 14713, 3146
33979619, 1461, -1.00, 0.09, 0.11, 7.02, 17.52, -4.46, 1, 14419, 3148
33994440, 1462, -0.93, -0.02, 0.18, 3.72, -1.77, 16.30, 1, 14523, 3150
34009370, 1463, -0.92, -0.10, -0.07, -7.69, -15.01, 17.09, 1, 14998, 3152
34024787, 1464, -0.97, -0.10, -0.11, -4.15, -8.61, 6.96, 1, 14894, 3154
34040025, 1465, -1.01, -0.03, -0.07, -0.24, -0.79, 1.95, 1, 14807, 3156
34055177, 1466, -1.01, 0.01, -0.03, 4.15, 8.42, 0.00, 1, 14650, 3158
34070261, 1467, -0.98, 0.03, -0.04, 6.90, 12.15, 0.98, 1, 14491, 3160
34085160, 1468, -0.98, -0.01, -0.09, 13.61, 18.98, 6.16, 1, 14606, 3162
34100165, 1469, -0.99, -0.07, -0.05, 9.89, 20.14, 7.14, 1, 14738, 3164
34115270, 1470, -0.98, -0.05, -0.03, -0.43, 18.07, 6.10, 1, 14739, 3166
34130448, 1471, -0.97, -0.04, -0.03, -3.23, 16.97, 9.83, 1, 14731, 3168
34145519, 1472, -0.98, -0.05, 0.03, -3.72, 15.81, 8.48, 1, 14549, 3170
34160558, 1473, -1.00, -0.03, 0.05, -5.55, 8.36, 1.46, 1, 14414, 3172
34175462, 1474, -0.98, 0.01, 0.03, -5.31, 4.33, 3.54, 1, 14535, 3174
34190368, 1475, -0.97, -0.02, 0.02, -1.83, -1.65, 17.64, 1, 14865, 3176
34205746, 1476, -1.01, -0.08, 0.01, -2.62, -2.62, 20.51, 1, 14728, 3178
34220993, 1477, -1.02, -0.07, -0.01, -9.46, 2.93, 17.15, 1, 14715, 3180
34236084, 1478, -1.00, -0.03, 0.01, -13.31, 8.30, 16.48, 1, 14603, 3182
34251176, 1479, -1.00, -0.04, 0.04, -38.02, 20.02, 25.02, 1, 14644, 3184
34266203, 1480, -1.01, -0.05, 0.14, -64.39, 28.32, 31.74, 1, 14470, 3186
34281070, 1481, -1.01, -0.03, 0.13, -106.81, 40.22, 47.30, 1, 14786, 3188
34296276, 1482, -0.93, -0.01, -0.03, -99.55, 34.67, 56.70, 1, 14651, 3190
34311325, 1483, -0.93, -0.03, -0.05, -57.80, 21.18, 74.95, 1, 14591, 3192
34326296, 1484, -0.99, -0.09, 0.01, -34.79, 16.97, 80.02, 1, 14660, 3194
34341382, 1485, -1.06, -0.11, 0.13, -25.15, 27.40, 99.43, 1, 14538, 3196
34356356, 1486, -1.08, -0.30, 0.37, -62.56, 49.62, 119.32, 1, 14849, 3198
34371593, 1487, -0.99, -0.43, 0.37, -211.24, 99.49, 156.07, 1, 14777, 3200
34386776, 1488, -0.98, -0.38, 0.28, -272.89, 108.76, 166.38, 1, 14566, 3202
34401755, 1489, -1.05, -0.30, 0.22, -298.89, 113.46, 195.01, 1, 15030, 3204
34417204, 1490, -1.01, -0.26, -0.07, -258.24, 113.22, 213.20, 1, 14725, 3206
34432325, 1491, -0.86, -0.29, -0.15, -94.06, 93.87, 221.68, 1, 14675, 3208
34447407, 1492, -0.62, -0.36, 0.10, -23.01, 90.15, 216.43, 1, 14722, 3210
34462499, 1493, -0.51, -0.45, 0.26, 26.98, 104.37, 218.38, 1, 14353, 3212
34477365, 1494, -0.42, -0.63, 0.45, 16.42, 108.76, 230.29, 1, 15071, 3214
34492845, 1495, -0.46, -0.70, 0.50, -52.43, 121.28, 274.78, 1, 14989, 3216
34508225, 1496, -0.49, -0.83, 0.40, -133.30, 134.34, 300.90, 1, 14769, 3218
34523393, 1497, -0.51, -0.75, 0.22, -152.04, 130.37, 286.62, 1, 14588, 3220
34538407, 1498, -0.56, -0.64, 0.20, -120.79, 107.48, 212.34, 1, 14796, 3222
34553600, 1499, -0.62, -0.46, 0.29, -87.52, 98.39, 166.81, 1, 14555, 3225
34568554, 1500, -0.60, -0.38, 0.37, -20.63, 85.63, 84.90, 1, 14675, 3227
34583659, 1501, -0.58, -0.52, 0.53, 0.06, 88.44, 60.24, 1, 14333, 3229
34598482, 1502, -0.63, -0.80, 0.60, 3.72, 118.71, 52.73, 1, 14523, 3230
34613546, 1503, -0.57, -1.07, 0.81, -23.86, 120.54, 39.98, 1, 14669, 3232
34628701, 1504, -0.51, -0.92, 0.83, -115.17, 74.89, -21.48, 1, 14700, 3235
34643884, 1505, -0.45, -0.62, 0.61, -138.73, 47.79, -46.81, 1, 14630, 3237
34659028, 1506, -0.40, -0.56, 0.54, -143.62, 29.60, -61.16, 1, 14862, 3239
34674303, 1507, -0.33, -0.36, 0.64, -153.38, 31.07, -57.19, 1, 14591, 3241
34689444, 1508, -0.44, -0.44, 0.66, -154.72, 31.31, -20.45, 1, 14817, 3243
34704603, 1509, -0.57, -0.61, 0.86, -141.05, 37.23, -3.17, 1, 14897, 3245
34719916, 1510, -0.43, -0.52, 0.91, -141.66, 39.18, 1.65, 1, 14722, 3247
34735039, 1511, -0.36, -0.37, 0.88, -156.49, 23.80, -2.38, 1, 14812, 3249
34750233, 1512, -0.35, -0.33, 0.82, -208.13, -8.42, -2.32, 1, 14908, 3251
34765569, 1513, -0.38, -0.40, 0.76, -214.54, -9.52, 0.18, 1, 14711, 3253
34780680, 1514, -0.43, -0.35, 0.81, -197.88, 13.79, 4.33, 1, 14637, 3255
34795737, 1515, -0.41, -0.17, 0.90, -180.60, 27.95, 11.41, 1, 14652, 3257
34810798, 1516, -0.44, -0.14, 0.91, -88.93, 54.75, 25.15, 1, 14430, 3259
34825717, 1517, -0.38, -0.24, 0.87, -37.05, 67.02, 29.97, 1, 14666, 3261
34840798, 1518, -0.33, -0.31, 0.86, 7.02, 79.22, 28.81, 1, 14684, 3263
34855858, 1519, -0.29, -0.32, 0.93, 16.91, 80.08, 17.15, 1, 14611, 3265
34870958, 1520, -0.26, -0.31, 0.99, 43.70, 80.14, 7.81, 1, 14658, 3267
34886102, 1521, -0.24, -0.34, 1.06, 89.23, 71.84, -8.42, 1, 14715, 3269
34901306, 1522, -0.21, -0.38, 0.97, 77.51, 59.33, -11.05, 1, 14477, 3271
34916181, 1523, -0.18, -0.34, 1.04, 143.13, 64.45, -34.00, 1, 14570, 3273
34931151, 1524, -0.20, -0.21, 1.22, 255.80, 91.13, -54.44, 1, 14597, 3275
34946149, 1525, -0.27, -0.25, 1.11, 439.51, 121.34, -65.98, 1, 14692, 3277
34961239, 1526, -0.28, -0.47, 0.71, 441.77, 107.79, -52.37, 1, 14594, 3279
34976202, 1527, -0.23, -0.57, 0.58, 359.74, 76.17, -19.17, 1, 14454, 3281
34991185, 1528, -0.23, -0.68, 0.46, 303.34, 66.04, -1.59, 1, 14569, 3283
35006190, 1529, -0.23, -0.70, 0.45, 188.54, 52.19, 38.45, 1, 14495, 3285
35021065, 1530, -0.16, -0.74, 0.52, 145.32, 48.28, 56.46, 1, 14579, 3287
35036040, 1531, -0.12, -0.75, 0.59, 105.59, 42.48, 79.28, 1, 14480, 3289
35050884, 1532, -0.05, -0.83, 0.71, 110.84, 40.04, 79.96, 1, 14509, 3291
35065910, 1533, -0.02, -0.84, 0.70, 160.77, 39.73, 60.79, 1, 14587, 3293
35080949, 1534, -0.02, -0.89, 0.56, 184.75, 38.39, 48.95, 1, 14553, 3295
35096009, 1535, -0.03, -0.92, 0.46, 167.36, 21.67, 39.92, 1, 14531, 3297
35110937, 1536, 0.00, -0.91, 0.42, 147.83, 14.47, 39.98, 1, 14428, 3299
35125789, 1537, -0.00, -0.90, 0.44, 132.57, 8.06, 40.16, 1, 14399, 3301
35140679, 1538, -0.02, -0.91, 0.41, 127.69, 4.15, 41.93, 1, 14450, 3303
35155676, 1539, -0.01, -0.90, 0.38, 135.99, 6.47, 43.82, 1, 14410, 3305
35170484, 1540, 0.01, -0.90, 0.31, 148.50, 12.08, 44.01, 1, 14376, 3307
35185232, 1541, 0.02, -0.92, 0.28, 170.72, 21.42, 46.39, 1, 14338, 3309
35200062, 1542, 0.03, -0.98, 0.23, 178.16, 25.02, 46.69, 1, 14441, 3311
35214899, 1543, 0.05, -1.01, 0.19, 179.02, 26.86, 42.05, 1, 14470, 3313
35229758, 1544, 0.09, -1.05, 0.11, 168.52, 23.38, 38.02, 1, 14409, 3315
35244628, 1545, 0.09, -1.07, 0.07, 129.70, 14.28, 29.17, 1, 14267, 3317
35259313, 1546, 0.09, -1.07, 0.01, 105.04, 11.72, 24.90, 1, 14414, 3319
35274148, 1547, 0.09, -1.07, 0.00, 48.89, 7.14, 18.92, 1, 14344, 3321
35288972, 1548, 0.11, -1.06, 0.04, 23.25, 3.60, 16.24, 1, 14336, 3323
35303736, 1549, 0.11, -1.05, 0.07, -4.21, 0.06, 6.23, 1, 14420, 3325
35318585, 1550, 0.09, -1.02, 0.07, -8.85, 0.73, 0.92, 1, 14427, 3327
35333398, 1551, 0.08, -1.01, 0.06, -15.26, 4.94, -3.05, 1, 14529, 3328
35348362, 1552, 0.08, -1.00, 0.08, -18.55, 7.32, -2.50, 1, 14689, 3330
35363563, 1553, 0.08, -1.00, 0.09, -20.94, 10.68, -1.95, 1, 14537, 3333
35378441, 1554, 0.09, -1.00, 0.10, -19.84, 11.78, -2.56, 1, 14566, 3334
35393444, 1555, 0.09, -1.01, 0.10, -15.44, 13.24, -5.68, 1, 14552, 3336
35408434, 1556, 0.10, -1.02, 0.10, -14.40, 13.18, -7.81, 1, 14735, 3338
35423543, 1557, 0.10, -1.02, 0.10, -16.85, 11.11, -11.66, 1, 14845, 3340
35438759, 1558, 0.08, -1.00, 0.12, -19.65, 9.46, -12.39, 1, 14590, 3343
35453770, 1559, 0.07, -1.00, 0.13, -23.38, 6.96, -11.29, 1, 14825, 3345
35469024, 1560, 0.07, -0.98, 0.15, -19.35, 7.63, -10.86, 1, 14681, 3347
35484097, 1561, 0.07, -0.98, 0.14, -1.34, 12.51, -11.90, 1, 14769, 3349
35499300, 1562, 0.08, -1.01, 0.13, 6.35, 14.59, -13.31, 1, 14466, 3351
35514136, 1563, 0.08, -1.02, 0.12, 10.56, 15.75, -17.64, 1, 14735, 3353
35529276, 1564, 0.08, -1.14, -0.06, 3.54, 14.16, -19.59, 1, 14557, 3355
35544215, 1565, 0.11, -1.26, -0.22, -172.49, -27.34, -12.70, 1, 14786, 3357
35559493, 1566, 0.12, -1.02, 0.35, -236.33, -38.21, -26.31, 1, 14617, 3359
35574486, 1567, 0.08, -1.00, 0.35, -199.95, -36.99, -57.19, 1, 14617, 3361
35589594, 1568, 0.05, -1.03, 0.10, -215.88, -43.33, -58.65, 1, 14664, 3363
35604746, 1569, 0.03, -0.98, 0.20, -283.39, -51.94, -60.79, 1, 14657, 3365
35619849, 1570, -0.04, -0.80, 0.54, -272.40, -44.92, -69.03, 1, 14812, 3367
35635123, 1571, -0.10, -0.72, 0.66, -128.30, -0.79, -86.91, 1, 15072, 3369
35650602, 1572, -0.10, -0.75, 0.42, -63.11, 17.88, -81.05, 1, 14665, 3371
35665716, 1573, -0.09, -0.83, 0.29, -70.98, 25.94, -52.43, 1, 14812, 3373
35680954, 1574, -0.10, -0.96, 0.37, -177.61, 20.51, -35.10, 1, 14766, 3375
35696088, 1575, -0.04, -0.82, 0.46, -241.46, 10.25, -34.12, 1, 14532, 3377
35711016, 1576, -0.12, -0.69, 0.56, -283.26, 1.89, -41.20, 1, 14601, 3379
35726020, 1577, -0.14, -0.56, 0.68, -254.58, 11.66, -31.25, 1, 14728, 3381
35741155, 1578, -0.03, -0.67, 0.64, -216.55, 36.68, -11.66, 1, 14629, 3383
35756297, 1579, 0.03, -0.77, 0.82, -225.83, 36.44, -18.74, 1, 14428, 3385
35771097, 1580, -0.00, -0.67, 0.95, -241.64, 8.97, -53.10, 1, 14681, 3387
35786215, 1581, -0.14, -0.44, 0.89, -252.38, -14.04, -56.09, 1, 14714, 3389
35801298, 1582, -0.18, -0.35, 0.84, -241.52, -27.34, -27.71, 1, 14764, 3391
35816489, 1583, -0.19, -0.28, 0.85, -203.43, -8.54, -9.58, 1, 15136, 3393
35832077, 1584, -0.16, -0.27, 0.90, -62.99, 58.35, 19.78, 1, 14569, 3395
35847001, 1585, -0.06, -0.31, 1.02, 1.10, 81.24, 24.72, 1, 14464, 3397
35861917, 1586, -0.05, -0.38, 1.03, 3.42, 62.07, -2.50, 1, 14961, 3399
35877333, 1587, -0.09, -0.60, 0.93, -34.85, 36.07, -11.35, 1, 15543, 3401
35893220, 1588, -0.11, -0.50, 0.85, -103.76, 16.78, 2.62, 1, 15077, 3403
35908674, 1589, -0.06, -0.28, 0.76, -112.06, 30.70, 10.44, 1, 14999, 3406
35924071, 1590, -0.04, -0.28, 0.81, -80.51, 83.31, 8.30, 1, 14883, 3408
35939363, 1591, 0.00, -0.27, 0.99, -52.19, 108.52, -3.91, 1, 14632, 3410
35954374, 1592, 0.07, -0.27, 1.07, -65.73, 85.27, -4.52, 1, 14839, 3412
35969618, 1593, 0.18, -0.50, 1.22, -199.22, -57.74, 15.81, 1, 15172, 3414
35985278, 1594, -0.05, -0.28, 1.16, -228.58, -105.29, 20.26, 1, 14833, 3416
36000576, 1595, -0.08, -0.12, 0.87, -117.49, -45.47, 2.32, 1, 14962, 3418
36015936, 1596, -0.05, -0.04, 0.91, -33.75, -2.44, -2.01, 1, 14908, 3420
36031260, 1597, -0.01, -0.16, 1.03, 26.31, 16.48, 2.69, 1, 14377, 3422
36046016, 1598, -0.00, -0.24, 1.02, 11.72, 4.15, 5.55, 1, 14464, 3424
36060822, 1599, -0.02, -0.21, 0.98, -2.87, -3.36, 8.67, 1, 14799, 3426
36076140, 1600, -0.00, -0.19, 0.98, 1.34, 1.28, 9.70, 1, 14379, 3428
36090947, 1601, 0.01, -0.19, 1.00, 7.75, -0.49, 9.28, 1, 14565, 3430
36105884, 1602, -0.03, -0.20, 1.01, 3.11, -6.71, 9.64, 1, 14726, 3432
36121009, 1603, -0.04, -0.18, 0.98, -6.65, -4.76, 15.81, 1, 14731, 3434
36136292, 1604, -0.03, -0.17, 0.95, -2.20, 4.03, 20.39, 1, 14613, 3436
36151310, 1605, -0.02, -0.19, 0.96, 2.14, 18.68, 33.33, 1, 14591, 3438
36166275, 1606, 0.02, -0.20, 0.98, -0.18, 22.16, 37.54, 1, 14378, 3440
36181144, 1607, 0.04, -0.22, 1.01, 5.55, 21.73, 29.91, 1, 14470, 3442
36195986, 1608, 0.04, -0.24, 1.05, 6.35, 14.95, 22.16, 1, 14271, 3444
36210655, 1609, 0.02, -0.22, 1.03, -1.40, -5.31, 10.62, 1, 14648, 3446
36225686, 1610, 0.02, -0.20, 0.94, -2.20, -10.93, 8.06, 1, 14458, 3448
36240595, 1611, 0.01, -0.23, 0.94, 15.01, -11.90, 14.89, 1, 14384, 3450
36255409, 1612, 0.00, -0.31, 1.04, 10.99, -6.90, 25.21, 1, 14510, 3452
36270263, 1613, -0.03, -0.27, 1.03, -4.82, -13.92, 53.10, 1, 14571, 3454
36285263, 1614, -0.09, -0.14, 1.03, -7.45, -20.20, 68.36, 1, 14685, 3456
36300467, 1615, -0.03, -0.11, 1.03, -25.27, -16.91, 85.75, 1, 14562, 3458
36315549, 1616, 0.11, -0.14, 0.98, -35.16, -11.84, 62.19, 1, 14573, 3460
36330546, 1617, 0.07, -0.17, 0.98, -23.56, -23.86, 12.45, 1, 14553, 3462
36345449, 1618, -0.04, -0.19, 1.10, -17.82, -33.39, 8.79, 1, 14777, 3464
36360566, 1619, -0.07, -0.21, 1.18, -23.80, -52.00, 10.44, 1, 14675, 3466
36375615, 1620, -0.04, -0.14, 1.24, -25.57, -70.43, 4.39, 1, 14921, 3468
36391017, 1621, -0.07, -0.10, 1.25, -39.49, -105.90, -3.36, 1, 14805, 3470
36406203, 1622, -0.11, -0.09, 1.33, -54.69, -108.89, -1.53, 1, 14883, 3472
36421439, 1623, -0.10, -0.12, 1.31, -86.98, -106.51, 9.46, 1, 14616, 3474
36436567, 1624, -0.16, -0.04, 1.10, -62.19, -115.60, 30.21, 1, 14676, 3476
36451705, 1625, -0.30, 0.06, 1.29, -31.13, -104.49, 27.04, 1, 14667, 3478
36466854, 1626, -0.49, 0.04, 1.52, -17.33, -28.38, 13.18, 1, 14673, 3480
36482020, 1627, -0.23, -0.35, 1.60, -42.48, 0.12, 18.37, 1, 14759, 3482
36497168, 1628, -0.20, -0.44, 1.69, -104.98, 4.15, 37.23, 1, 14510, 3484
36512199, 1629, -0.18, -0.39, 1.75, -127.81, -6.35, 42.30, 1, 14799, 3486
36527495, 1630, -0.14, -0.28, 1.63, -185.30, -51.03, 41.02, 1, 14811, 3488
36542724, 1631, -0.30, -0.10, 1.09, -184.57, -74.16, 36.68, 1, 14692, 3490
36557869, 1632, -0.38, -0.10, 0.72, -42.72, -79.65, 18.98, 1, 14894, 3492
36573105, 1633, -0.38, -0.05, 0.77, 50.54, -43.82, 15.20, 1, 14606, 3494
36588124, 1634, -0.36, -0.03, 1.07, 133.73, 83.86, 19.53, 1, 14402, 3496
36603074, 1635, -0.17, -0.16, 1.39, 136.05, 118.41, 16.72, 1, 14538, 3498
36617956, 1636, -0.12, -0.22, 1.44, 123.54, 76.60, 16.48, 1, 14683, 3500
36633036, 1637, -0.20, -0.13, 1.32, 96.92, 24.72, 20.02, 1, 14654, 3502
36648088, 1638, -0.22, -0.06, 1.22, 25.63, -61.95, 23.68, 1, 14589, 3504
36663074, 1639, -0.20, 0.01, 1.00, 10.86, -75.50, 23.62, 1, 14658, 3506
36678076, 1640, -0.24, 0.03, 0.96, 15.81, -63.23, 23.86, 1, 14612, 3508
36693079, 1641, -0.25, 0.05, 1.03, 18.74, -45.41, 24.84, 1, 14583, 3510
36708066, 1642, -0.22, 0.11, 0.99, 16.78, -26.73, 17.09, 1, 14611, 3512
36723166, 1643, -0.19, 0.06, 0.76, 19.10, -33.08, 5.25, 1, 14656, 3514
36738304, 1644, -0.18, -0.04, 0.62, 26.61, -67.32, -12.39, 1, 14754, 3516
36753481, 1645, -0.19, -0.05, 0.39, 34.36, -87.77, -17.03, 1, 14745, 3518
36768750, 1646, -0.23, 0.00, 0.41, 27.28, -96.86, -18.49, 1, 14387, 3521
36783508, 1647, -0.24, 0.07, 0.57, -2.38, -76.23, -13.85, 1, 14707, 3522
36798645, 1648, -0.17, 0.04, 0.54, -47.85, -35.28, -5.80, 1, 14941, 3525
36814049, 1649, -0.06, 0.04, 0.32, -41.75, -23.32, -1.89, 1, 14625, 3527
36829215, 1650, -0.05, -0.03, 0.20, -30.46, -18.68, -1.77, 1, 14827, 3529
36844393, 1651, -0.08, -0.11, 0.12, -27.40, -1.77, 3.78, 1, 14629, 3531
36859515, 1652, -0.10, -0.08, 0.11, -35.46, 5.00, 4.09, 1, 14513, 3533
36874565, 1653, -0.11, -0.02, 0.14, -39.00, 12.02, -9.09, 1, 14632, 3535
36889603, 1654, -0.07, 0.01, 0.24, -28.38, 15.62, -18.49, 1, 14711, 3537
36904826, 1655, -0.02, 0.02, 0.20, -26.55, 25.02, -29.30, 1, 14647, 3539
36919962, 1656, 0.01, 0.02, -0.07, -29.54, 32.23, -30.21, 1, 14643, 3541
36934993, 1657, -0.03, -0.05, -0.15, -16.72, 57.43, -18.25, 1, 14711, 3543
36950076, 1658, -0.04, -0.01, -0.16, -21.00, 74.22, -4.52, 1, 14733, 3545
36965190, 1659, -0.00, 0.03, -0.19, -51.21, 89.72, 27.53, 1, 14605, 3547
36980234, 1660, 0.17, -0.07, -0.29, -52.61, 86.00, 39.92, 1, 14866, 3549
36995444, 1661, 0.19, -0.03, -0.43, -41.69, 46.45, 45.59, 1, 14489, 3551
37010304, 1662, 0.20, 0.03, -1.44, -55.85, 9.09, 42.48, 1, 14548, 3553
37025250, 1663, 0.33, -0.14, -2.20, -50.05, -35.71, 48.03, 1, 14743, 3555
37040361, 1664, 1.01, -0.37, -3.42, 8.18, -8.06, 56.09, 1, 14823, 3557
37055557, 1665, 1.44, -0.18, -3.67, 26.55, 186.65, 84.53, 1, 14521, 3559
37070468, 1666, 2.24, 1.17, -2.40, -50.48, 322.33, 94.85, 1, 14475, 3561
37085284, 1667, 1.86, 0.88, 0.65, 322.14, 613.34, 164.92, 1, 14357, 3563
37099982, 1668, -1.11, -0.50, 3.57, 357.06, 196.11, 97.47, 1, 14421, 3565
37114851, 1669, -3.01, -1.23, 3.30, 69.64, -191.59, 8.18, 1, 14997, 3567
37130241, 1670, 0.44, 0.38, 0.62, -57.25, 96.56, 12.02, 1, 14501, 3569
37145169, 1671, 1.50, 0.86, -1.29, -58.17, 76.72, -9.89, 1, 14720, 3571
37160274, 1672, 0.66, -0.35, 0.14, 1.40, -47.79, -21.42, 1, 14708, 3573
37175383, 1673, -0.15, -0.70, 1.93, 9.89, -138.61, -30.64, 1, 14823, 3575
37190693, 1674, -0.66, -0.15, 1.57, -11.66, -81.79, -20.14, 1, 14884, 3577
37205928, 1675, -0.33, 0.07, 0.85, -11.35, 48.16, 3.23, 1, 14787, 3579
37221085, 1676, 0.14, -0.09, 0.66, 0.24, 52.55, 3.85, 1, 14291, 3581
37235945, 1677, 0.03, -0.27, 0.99, 2.20, 10.68, -2.08, 1, 14579, 3583
37251006, 1678, -0.02, -0.31, 1.24, -5.74, 1.10, -3.85, 1, 14702, 3585
37266217, 1679, 0.06, -0.22, 1.07, -9.70, 1.89, -0.85, 1, 14624, 3587
37281333, 1680, 0.03, -0.23, 0.83, -3.78, 7.02, 0.31, 1, 14660, 3589
37296417, 1681, -0.00, -0.16, 0.98, -5.07, 5.25, -2.81, 1, 14761, 3591
37311712, 1682, -0.02, -0.13, 1.02, -2.50, 6.29, -2.32, 1, 14601, 3593
37326756, 1683, -0.00, -0.14, 1.01, 0.98, 13.18, -0.79, 1, 14632, 3595
37341844, 1684, 0.04, -0.17, 0.98, 3.05, 16.97, -0.67, 1, 14629, 3597
37356993, 1685, 0.10, -0.26, 0.94, 2.44, 13.06, -1.71, 1, 14664, 3599
37372140, 1686, 0.09, -0.24, 0.95, -0.61, 4.33, -4.76, 1, 14657, 3601
37387148, 1687, 0.02, -0.17, 1.00, -1.89, 0.79, -5.80, 1, 14468, 3603
37402014, 1688, -0.03, -0.17, 1.02, -1.04, -4.09, -5.00, 1, 14815, 3605
37417258, 1689, -0.05, -0.19, 1.03, 0.37, -4.33, -3.85, 1, 14625, 3607
37432273, 1690, -0.03, -0.20, 1.00, 2.44, -1.04, -1.77, 1, 14703, 3609
37447375, 1691, 0.05, -0.23, 0.96, 2.44, -1.04, -1.77, 0, 10207, 3611
37457991, 1692, 0.07, -0.24, 0.95, 1.59, 1.46, -1.22, 1, 14479, 3612
37472852, 1693, 0.06, -0.23, 0.95, 0.00, -1.22, -1.28, 1, 14579, 3614
37487838, 1694, -0.01, -0.18, 1.02, -0.12, -3.17, -1.34, 1, 14659, 3616
37502923, 1695, -0.03, -0.17, 1.03, 1.04, -2.93, -1.34, 1, 14615, 3618
37517974, 1696, 0.00, -0.20, 1.01, 1.83, -1.22, -0.98, 1, 14652, 3620
37533054, 1697, 0.03, -0.21, 0.98, 2.87, 0.37, -0.06, 1, 14321, 3622
37547867, 1698, 0.05, -0.21, 0.96, 2.99, -0.55, 0.06, 1, 14638, 3624
37562989, 1699, 0.04, -0.21, 0.97, 2.75, -3.30, 0.00, 1, 14687, 3626
37578092, 1700, -0.02, -0.20, 1.02, 2.75, -3.91, 0.00, 1, 14474, 3628
37592907, 1701, -0.04, -0.20, 1.03, 2.81, -1.95, 0.37, 1, 14673, 3630
37607979, 1702, -0.01, -0.21, 1.00, 2.56, -0.12, 0.67, 1, 14555, 3632
37622901, 1703, 0.01, -0.22, 0.99, 1.53, 2.08, 1.04, 1, 14332, 3634
37637723, 1704, 0.03, -0.23, 0.98, 0.73, 1.34, 0.98, 1, 14376, 3636
37652498, 1705, 0.01, -0.22, 0.99, -2.26, -0.49, 0.92, 1, 14658, 3638
37667552, 1706, -0.02, -0.20, 1.01, -3.36, -0.24, 0.79, 1, 14787, 3640
37682712, 1707, -0.02, -0.19, 1.01, -3.72, 3.11, 1.10, 1, 14911, 3642
37698115, 1708, 0.00, -0.20, 1.00, -3.48, 5.37, 1.95, 1, 14658, 3644
37713253, 1709, 0.02, -0.21, 1.00, -4.46, 6.90, 3.36, 1, 14535, 3646
37728157, 1710, 0.03, -0.22, 1.04, -6.77, 6.10, 3.36, 1, 14590, 3648
37743176, 1711, 0.03, -0.22, 1.05, -13.85, 1.22, 1.46, 1, 14732, 3650
37758306, 1712, 0.01, -0.19, 1.07, -16.48, -6.71, -2.50, 1, 14523, 3652
37773235, 1713, 0.01, -0.20, 1.11, -19.53, -12.76, -6.71, 1, 14717, 3654
37788380, 1714, 0.03, -0.23, 1.22, -43.09, -42.24, -22.71, 1, 14759, 3656
37803540, 1715, 0.03, -0.18, 1.58, -73.61, -70.86, -33.08, 1, 14736, 3658
37818678, 1716, -0.17, -0.04, 2.00, -109.86, -100.59, -50.84, 1, 14813, 3661
37833948, 1717, -0.22, -0.20, 2.02, -85.39, -81.79, -44.86, 1, 14856, 3663
37849211, 1718, -0.14, -0.25, 1.81, -27.22, -37.84, -11.47, 1, 14959, 3665
37864723, 1719, -0.19, -0.19, 1.65, 6.53, -18.13, -2.81, 1, 14715, 3667
37879826, 1720, -0.17, -0.24, 1.54, 25.76, 3.23, 3.78, 1, 14509, 3669
37894672, 1721, -0.03, -0.34, 1.22, 25.76, 3.23, 3.78, 0, 10279, 3671
37905293, 1722, -0.01, -0.33, 1.12, 14.89, -10.99, -0.43, 1, 14587, 3672
37920426, 1723, -0.04, -0.32, 1.08, 17.88, -16.78, -12.94, 1, 14636, 3674
37935515, 1724, -0.10, -0.23, 1.01, 20.45, -8.00, -17.09, 1, 14683, 3676
37950687, 1725, -0.12, -0.18, 1.02, 21.00, 7.75, -14.95, 1, 14674, 3678
37965793, 1726, -0.13, -0.18, 1.05, 21.55, 8.61, -10.74, 1, 14826, 3680
37980991, 1727, -0.12, -0.20, 1.03, 22.22, 7.02, -6.29, 1, 14613, 3682
37996036, 1728, -0.10, -0.19, 0.99, 20.63, 2.32, -5.86, 1, 14630, 3684
38011160, 1729, -0.12, -0.15, 1.02, -0.43, -10.68, -1.71, 1, 14685, 3686
38026229, 1730, -0.10, -0.11, 1.04, -19.90, -13.49, -0.12, 1, 14597, 3688
38041345, 1731, -0.06, -0.10, 0.90, -27.22, -21.73, -5.62, 1, 14814, 3690
38056546, 1732, -0.06, -0.08, 0.73, -2.38, -31.25, -15.32, 1, 14709, 3692
38071676, 1733, -0.10, -0.07, 0.79, 2.20, -28.20, -13.49, 1, 14562, 3694
38086651, 1734, -0.10, -0.03, 0.75, 6.90, -20.81, -2.32, 1, 14796, 3696
38101870, 1735, -0.08, 0.06, 0.55, 10.80, -25.70, 0.37, 1, 14581, 3698
38116790, 1736, -0.08, 0.03, 0.48, 31.74, -44.62, 1.40, 1, 14360, 3700
38131566, 1737, -0.06, 0.02, 0.46, 42.36, -46.20, 3.30, 1, 14431, 3702
38146523, 1738, -0.05, 0.02, 0.48, 43.46, -33.39, 8.85, 1, 14664, 3704
38161604, 1739, -0.02, 0.00, 0.46, 34.97, -30.88, 8.67, 1, 14557, 3706
